state_ut,district,year,murder,rape,kidnapping_abduction,dacoity,robbery,arson,hurt,protection_of_civil_rights_pcr_act,prevention_of_atrocities_poa_act,other_crimes_against_sts
BIHAR,JAMUI,2001,0,0,0,0,0,0,2,2,0,1
BIHAR,JEHANABAD,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,KATIHAR,2001,0,0,0,0,0,0,1,0,3,0
BIHAR,KATIHAR RLY.,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,KISHANGANJ,2001,0,2,0,0,0,0,0,0,4,2
BIHAR,LAKHISARAI,2001,0,1,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,MOTIHARI,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,MUNGER,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR RLY.,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,NALANDA,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,NAUGACHIA,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,NAWADAH,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA,2001,0,0,0,0,0,0,0,0,1,1
BIHAR,PATNA RLY.,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,PURNEA,2001,0,0,0,0,0,0,0,0,0,1
BIHAR,ROHTAS,2001,0,0,0,0,0,0,2,0,2,0
BIHAR,SAHARSA,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEIKHPURA,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEOHAR,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,SUPAUL,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,2001,0,0,0,0,0,0,0,0,0,0
BIHAR,TOTAL,2001,1,4,1,0,0,0,5,8,10,18
CHHATTISGARH,BALRAMPUR,2001,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,BILASPUR,2001,3,7,1,0,1,0,8,0,6,26
CHHATTISGARH,BIZAPUR,2001,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,DANTEWARA,2001,0,5,1,0,0,0,0,0,0,6
CHHATTISGARH,DHAMTARI,2001,0,0,0,0,0,0,1,0,0,7
CHHATTISGARH,DURG,2001,0,12,0,0,0,0,5,0,0,42
CHHATTISGARH,GRP RAIPUR,2001,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,JAGDALPUR,2001,1,11,0,0,0,1,1,2,0,39
CHHATTISGARH,JANJGIR,2001,3,0,0,0,0,0,1,0,0,4
CHHATTISGARH,JASHPUR,2001,0,4,0,0,0,0,1,0,0,10
CHHATTISGARH,KANKER,2001,6,7,1,0,0,0,1,0,0,9
CHHATTISGARH,KORBA,2001,4,3,0,0,0,0,15,0,0,41
CHHATTISGARH,KORIYA,2001,0,1,0,0,0,0,0,0,0,4
CHHATTISGARH,MAHASAMUND,2001,0,3,1,0,1,0,1,0,0,17
CHHATTISGARH,RAIGARH,2001,0,7,0,0,0,0,0,0,0,9
CHHATTISGARH,RAIPUR,2001,0,7,1,1,4,0,22,0,0,46
CHHATTISGARH,RAJNANDGAON,2001,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,SARGUJA,2001,1,20,0,0,1,0,7,0,0,36
CHHATTISGARH,TOTAL,2001,18,87,5,1,7,1,63,2,6,296
GOA,NORTH GOA,2001,0,0,0,0,0,0,0,0,0,0
GOA,SOUTH GOA,2001,0,0,0,0,0,0,0,0,0,0
GOA,TOTAL,2001,0,0,0,0,0,0,0,0,0,0
GUJARAT,AHMEDABAD COMMR.,2001,0,0,0,0,0,0,0,0,0,0
GUJARAT,AHMEDABAD RURAL,2001,0,0,0,0,0,0,0,0,0,0
GUJARAT,AHWA-DANG,2001,0,1,0,0,0,0,0,0,0,0
GUJARAT,AMRELI,2001,0,0,0,0,0,0,2,0,0,2
GUJARAT,ANAND,2001,0,0,0,0,0,0,0,0,0,0
GUJARAT,BHARUCH,2001,0,2,0,0,0,0,8,0,13,0
GUJARAT,BHAVNAGAR,2001,0,0,0,0,0,0,0,0,0,2
GUJARAT,DAHOD,2001,0,0,0,12,32,0,2,0,0,6
GUJARAT,GANDHINAGAR,2001,0,0,0,0,0,0,0,0,0,4
GUJARAT,HIMATNAGAR,2001,0,1,3,0,1,1,1,0,8,8
GUJARAT,JAMNAGAR,2001,0,1,0,0,0,0,0,0,0,1
GUJARAT,JUNAGADH,2001,0,0,0,0,0,0,0,0,2,0
GUJARAT,KHEDA NORTH,2001,0,0,0,0,0,1,0,0,0,0
GUJARAT,KUTCH,2001,0,0,0,0,0,0,17,0,1,0
GUJARAT,MEHSANA,2001,0,0,0,0,0,0,0,0,0,0
GUJARAT,NARMADA,2001,0,1,1,0,0,0,0,0,1,0
GUJARAT,NAVSARI,2001,0,2,0,0,0,0,0,0,5,5
GUJARAT,PALANPUR,2001,1,1,0,0,0,1,1,0,7,14
GUJARAT,PANCHMAHAL,2001,2,2,0,0,0,1,2,3,24,6
GUJARAT,PATAN,2001,0,1,0,0,0,0,0,0,0,1
GUJARAT,PORBANDAR,2001,0,0,0,0,0,0,0,0,0,1
GUJARAT,RAJKOT COMMR.,2001,0,0,0,0,0,0,1,0,2,1
GUJARAT,RAJKOT RURAL,2001,0,0,0,0,0,0,3,0,1,1
GUJARAT,SURAT COMMR.,2001,0,2,0,0,0,0,1,0,4,2
GUJARAT,SURAT RURAL,2001,1,2,0,0,0,0,0,0,6,3
GUJARAT,SURENDRANAGAR,2001,0,1,1,0,0,0,0,0,0,1
GUJARAT,VADODARA COMMR.,2001,1,1,0,0,0,0,2,0,1,3
GUJARAT,VADODARA RURAL,2001,2,4,1,0,0,1,7,0,7,14
GUJARAT,VALSAD,2001,0,1,0,0,0,0,0,0,7,6
GUJARAT,W.RLY,2001,0,0,0,0,0,0,0,0,1,2
GUJARAT,TOTAL,2001,7,23,6,12,33,5,47,3,90,83
HARYANA,AMBALA,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,BHIWANI,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,FARIDABAD,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,FATEHABAD,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,GRP,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,GURGAON,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,HISAR,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,JHAJJAR,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,JIND,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,KAITHAL,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,KARNAL,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,KURUKSHETRA,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,MAHENDERGARH,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,PANCHKULA,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,PANIPAT,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,REWARI,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,ROHTAK,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,SIRSA,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,SONIPAT,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,YAMUNANAGAR,2001,0,0,0,0,0,0,0,0,0,0
HARYANA,TOTAL,2001,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,BILASPUR,2001,0,0,0,0,0,0,0,0,0,1
HIMACHAL PRADESH,CHAMBA,2001,0,0,0,0,0,0,0,0,1,1
HIMACHAL PRADESH,G.R.P.,2001,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2001,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KANGRA,2001,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KINNAUR,2001,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KULLU,2001,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,LAHAUL-SPITI,2001,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,MANDI,2001,0,0,0,0,0,0,0,0,1,0
HIMACHAL PRADESH,SHIMLA,2001,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SIRMAUR,2001,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SOLAN,2001,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,UNA,2001,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,TOTAL,2001,0,0,0,0,0,0,0,0,2,2
JAMMU & KASHMIR,ANANTNAG,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,ANANTNAG,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,AWANTIPORA,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BORDER,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BUDGAM,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME JAMMU,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,GANDERBAL,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,JAMMU,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KARGIL,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KULGAM,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KUPWARA,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,LEH,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,POONCH,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAILWAYS,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAMBAN,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,REASI,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SRINAGAR,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,UDHAMPUR,2001,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,TOTAL,2001,0,0,0,0,0,0,0,0,0,0
JHARKHAND,BOKARO,2001,0,0,0,0,0,0,0,0,0,2
JHARKHAND,CHAIBASA,2001,0,0,0,0,0,0,0,0,0,0
JHARKHAND,CHATRA,2001,1,4,2,0,0,32,2,0,0,13
JHARKHAND,DEOGHAR,2001,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DHANBAD,2001,0,1,0,0,0,0,3,0,0,0
JHARKHAND,DHANBAD RLY.,2001,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DUMKA,2001,0,1,1,0,0,0,7,0,8,36
JHARKHAND,GARHWA,2001,0,1,0,0,1,0,3,0,0,0
JHARKHAND,GIRIDIH,2001,0,0,0,0,0,0,0,0,0,8
JHARKHAND,GODDA,2001,0,0,0,0,0,0,0,0,0,0
JHARKHAND,GUMALA,2001,0,1,0,0,0,0,0,0,0,6
JHARKHAND,HAZARIBAGH,2001,0,0,0,0,0,0,5,0,0,0
JHARKHAND,JAMSHEDPUR,2001,0,4,0,0,0,0,6,0,12,0
JHARKHAND,JAMSHEDPUR RLY.,2001,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMTARA,2001,0,0,0,0,0,0,0,0,0,0
JHARKHAND,KODERMA,2001,0,0,0,0,0,0,0,0,0,0
JHARKHAND,LATEHAR,2001,0,0,0,0,0,0,0,0,0,0
JHARKHAND,LOHARDAGGA,2001,0,0,0,0,0,0,0,0,0,0
JHARKHAND,PAKUR,2001,0,0,0,0,0,0,0,0,0,0
JHARKHAND,PALAMU,2001,0,1,0,0,0,0,0,0,0,2
JHARKHAND,RANCHI,2001,18,5,2,0,3,0,0,0,0,38
JHARKHAND,SAHEBGANJ,2001,1,4,1,0,0,32,2,0,0,13
JHARKHAND,SARAIKELA,2001,0,0,0,0,0,0,0,0,0,0
JHARKHAND,SIMDEGA,2001,0,0,0,0,0,0,0,0,0,0
JHARKHAND,TOTAL,2001,20,22,6,0,4,64,28,0,20,118
KARNATAKA,BAGALKOT,2001,0,0,0,0,0,0,3,0,7,3
KARNATAKA,BANGALORE COMMR.,2001,0,0,0,0,0,0,7,0,0,0
KARNATAKA,BANGALORE RURAL,2001,0,0,0,0,0,0,1,8,55,4
KARNATAKA,BELGAUM,2001,0,0,0,0,0,0,0,0,6,0
KARNATAKA,BELLARY,2001,0,0,0,0,0,0,0,0,65,0
KARNATAKA,BIDAR,2001,0,0,0,0,0,0,0,0,3,0
KARNATAKA,BIJAPUR,2001,0,0,0,0,0,0,2,0,2,0
KARNATAKA,CHAMARAJNAGAR,2001,0,0,0,0,0,0,0,0,0,0
KARNATAKA,CHICKMAGALUR,2001,0,0,0,0,0,0,0,0,1,0
KARNATAKA,CHITRADURGA,2001,0,0,0,0,0,1,1,3,8,14
KARNATAKA,DAKSHIN KANNADA,2001,0,0,0,0,0,0,0,0,0,0
KARNATAKA,DAVANAGERE,2001,0,1,0,0,0,0,3,1,8,3
KARNATAKA,DHARWAD COMMR.,2001,0,0,0,0,0,0,0,0,0,0
KARNATAKA,DHARWAD RURAL,2001,0,0,0,0,0,0,2,0,6,3
KARNATAKA,GADAG,2001,0,0,0,0,0,0,0,0,1,0
KARNATAKA,GULBARGA,2001,0,0,0,0,0,0,0,0,0,0
KARNATAKA,HASSAN,2001,0,0,0,0,0,0,0,0,0,0
KARNATAKA,HAVERI,2001,0,0,0,0,0,0,0,0,4,4
KARNATAKA,K.G.F.,2001,0,0,0,0,0,0,0,0,0,0
KARNATAKA,KODAGU,2001,1,0,0,0,0,0,1,0,4,0
KARNATAKA,KOLAR,2001,0,1,0,0,0,0,0,0,1,1
KARNATAKA,KOPPAL,2001,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MANDYA,2001,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MYSORE COMMR.,2001,0,0,0,0,0,0,0,0,6,0
KARNATAKA,MYSORE RURAL,2001,0,0,0,0,0,0,0,0,0,0
KARNATAKA,RAICHUR,2001,0,0,0,0,0,0,0,0,20,0
KARNATAKA,RAILWAYS,2001,0,0,0,0,0,0,0,0,0,0
KARNATAKA,SHIMOGA,2001,0,0,0,0,0,0,1,0,1,0
KARNATAKA,TUMKUR,2001,0,0,0,0,0,0,0,1,4,0
KARNATAKA,UDUPI,2001,0,0,0,0,0,0,0,0,2,2
KARNATAKA,UTTAR KANNADA,2001,0,0,0,0,0,0,0,0,0,0
KARNATAKA,TOTAL,2001,1,2,0,0,0,1,21,13,204,34
KERALA,ALAPUZHA,2001,0,0,0,0,0,0,0,0,0,0
KERALA,CBCID,2001,0,0,0,0,0,0,0,0,0,0
KERALA,ERNAKULAM,2001,0,1,0,0,0,0,0,0,0,0
KERALA,IDUKKI,2001,0,2,0,0,0,0,2,0,4,0
KERALA,KANNUR,2001,1,3,0,0,0,0,0,0,0,2
KERALA,KASARGOD,2001,0,0,0,0,0,0,1,0,1,2
KERALA,KOLLAM,2001,0,2,0,0,0,0,2,0,0,1
KERALA,KOTTAYAM,2001,0,0,0,0,0,0,0,0,7,0
KERALA,KOZHIKODE,2001,0,2,0,0,0,0,0,0,0,1
KERALA,MALAPPURAM,2001,0,0,0,0,0,0,0,0,0,2
KERALA,PALAKKAD,2001,1,1,0,0,0,0,8,0,1,4
KERALA,PATHANAMTHITTA,2001,0,0,0,0,0,0,0,0,0,1
KERALA,RAILWAYS,2001,0,0,0,0,0,0,0,0,0,0
KERALA,THRISSUR,2001,1,1,0,0,0,0,1,0,0,1
KERALA,TRIVANDRUM,2001,0,1,0,0,0,0,1,0,1,1
KERALA,WAYANADU,2001,1,10,0,0,0,0,5,0,0,7
KERALA,TOTAL,2001,4,23,0,0,0,0,20,0,14,22
MADHYA PRADESH,BALAGHAT,2001,1,6,0,0,0,0,5,0,20,16
MADHYA PRADESH,BARWANI,2001,2,3,0,0,0,0,6,0,16,16
MADHYA PRADESH,BETUL,2001,0,15,0,0,0,0,6,0,0,12
MADHYA PRADESH,BHIND,2001,0,1,0,0,0,0,0,0,0,25
MADHYA PRADESH,BHOPAL,2001,1,4,0,0,0,1,11,0,12,37
MADHYA PRADESH,BHOPAL RLY.,2001,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,CHHATARPUR,2001,0,6,0,0,0,0,10,0,0,6
MADHYA PRADESH,CHHINDWARA,2001,2,13,2,0,0,0,4,0,0,23
MADHYA PRADESH,DAMOH,2001,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,DATIYA,2001,0,1,0,0,1,0,0,0,2,2
MADHYA PRADESH,DEWAS,2001,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,DHAR,2001,3,8,0,0,0,0,25,0,0,0
MADHYA PRADESH,DINDORI,2001,0,0,0,0,0,0,7,0,14,0
MADHYA PRADESH,GUNA,2001,2,15,0,0,0,1,2,0,2,78
MADHYA PRADESH,GWALIOR,2001,1,3,0,0,0,0,6,0,14,49
MADHYA PRADESH,HARDA,2001,0,5,0,0,0,0,3,0,0,9
MADHYA PRADESH,HOSHANGABAD,2001,1,11,0,0,0,0,6,0,0,0
MADHYA PRADESH,INDORE,2001,0,1,0,0,0,0,6,0,18,74
MADHYA PRADESH,INDORE RLY.,2001,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR,2001,2,6,0,0,0,0,2,0,0,10
MADHYA PRADESH,JABALPUR RLY.,2001,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JHABUA,2001,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,KATNI,2001,0,1,2,0,0,0,1,0,0,4
MADHYA PRADESH,KHANDWA,2001,2,15,0,0,0,0,42,0,0,40
MADHYA PRADESH,KHARGON,2001,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,MANDLA,2001,1,10,3,0,1,0,7,0,45,0
MADHYA PRADESH,MANDSAUR,2001,0,2,0,0,0,0,0,0,0,10
MADHYA PRADESH,MORENA,2001,0,0,0,0,0,0,0,0,0,13
MADHYA PRADESH,NARSINGHPUR,2001,0,8,0,0,0,0,8,0,0,24
MADHYA PRADESH,NEEMUCH,2001,0,3,0,0,0,0,0,1,0,5
MADHYA PRADESH,PANNA,2001,1,6,0,0,0,0,2,0,15,25
MADHYA PRADESH,RAISEN,2001,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,RAJGARH,2001,1,6,0,0,0,1,2,0,20,29
MADHYA PRADESH,RATLAM,2001,1,7,0,0,0,0,4,0,0,58
MADHYA PRADESH,REWA,2001,0,5,0,0,0,0,4,0,6,10
MADHYA PRADESH,SAGAR,2001,1,11,0,0,0,1,3,0,7,34
MADHYA PRADESH,SATNA,2001,0,5,0,0,1,1,1,0,0,37
MADHYA PRADESH,SEONI,2001,0,12,0,0,0,0,5,0,10,37
MADHYA PRADESH,SHAHDOL,2001,0,9,0,0,0,0,0,0,0,33
MADHYA PRADESH,SHAJAPUR,2001,0,2,0,0,0,0,2,0,0,7
MADHYA PRADESH,SHEOPUR,2001,1,3,2,0,0,0,2,0,0,9
MADHYA PRADESH,SHIVPURI,2001,2,11,1,0,0,0,0,1,0,22
MADHYA PRADESH,SIDHI,2001,0,3,1,0,0,0,1,0,18,8
MADHYA PRADESH,SIHORE,2001,1,6,2,0,0,0,0,0,0,15
MADHYA PRADESH,TIKAMGARH,2001,2,3,1,0,0,0,9,0,21,6
MADHYA PRADESH,UJJAIN,2001,0,1,0,0,0,0,3,0,3,7
