state_ut,district,year,murder,rape,kidnapping_and_abduction,dacoity,robbery,arson,hurt,protection_of_civil_rights_pcr_act,prevention_of_atrocities_poa_act,other_crimes_against_scs
Uttar Pradesh,KASGANJ,2013,0,3,0,0,0,0,2,0,0,23
Uttar Pradesh,KAUSHAMBI,2013,0,3,4,0,0,0,9,0,0,45
Uttar Pradesh,KHIRI,2013,8,12,0,0,0,0,22,0,47,40
Uttar Pradesh,KUSHI NAGAR,2013,2,1,1,0,0,0,14,0,0,56
Uttar Pradesh,LALITPUR,2013,2,0,0,0,0,0,0,0,20,22
Uttar Pradesh,LUCKNOW,2013,9,12,8,0,0,0,4,0,99,116
Uttar Pradesh,MAHARAJGANJ,2013,1,1,3,0,0,1,1,0,15,29
Uttar Pradesh,MAHOBA,2013,2,9,3,0,0,2,0,0,25,21
Uttar Pradesh,MAINPURI,2013,4,3,1,0,0,0,1,0,0,56
Uttar Pradesh,MATHURA,2013,3,5,0,0,0,0,4,0,0,89
Uttar Pradesh,MAU,2013,2,2,1,0,0,1,0,0,0,35
Uttar Pradesh,MEERUT,2013,9,9,5,0,0,0,9,0,0,49
Uttar Pradesh,MIRZAPUR,2013,2,0,0,0,0,0,0,0,24,0
Uttar Pradesh,MORADABAD,2013,2,3,1,0,0,0,0,0,2,28
Uttar Pradesh,MUZAFFARNAGAR,2013,2,4,0,0,0,0,3,0,0,27
Uttar Pradesh,PILIBHIT,2013,2,2,7,0,0,0,0,0,0,91
Uttar Pradesh,PRATAPGARH,2013,2,11,8,0,1,2,26,0,0,142
Uttar Pradesh,RAIBAREILLY,2013,1,13,10,0,0,0,6,0,43,60
Uttar Pradesh,RAMPUR,2013,1,2,2,0,0,0,0,0,0,24
Uttar Pradesh,SAHARANPUR,2013,5,5,4,0,0,0,3,0,0,20
Uttar Pradesh,SAMBHAL,2013,1,2,8,0,1,0,1,0,0,36
Uttar Pradesh,SANT KABIRNAGAR,2013,1,2,3,0,0,0,0,0,0,57
Uttar Pradesh,SHAHJAHANPUR,2013,3,4,3,0,0,0,1,0,0,59
Uttar Pradesh,SHAMLI,2013,3,2,1,1,0,0,1,0,0,10
Uttar Pradesh,SHRAWASTI,2013,2,4,0,0,0,0,0,0,57,0
Uttar Pradesh,SIDHARTHNAGAR,2013,0,3,4,0,0,0,0,0,22,0
Uttar Pradesh,SITAPUR,2013,6,12,8,0,0,1,5,0,0,335
Uttar Pradesh,SONBHADRA,2013,1,7,0,0,0,0,2,0,13,0
Uttar Pradesh,ST.RAVIDASNAGAR,2013,0,3,2,0,0,0,0,0,12,4
Uttar Pradesh,SULTANPUR,2013,1,2,2,0,0,4,8,0,51,47
Uttar Pradesh,UNNAO,2013,6,13,10,0,0,1,1,0,0,191
Uttar Pradesh,VARANASI,2013,0,2,0,0,0,1,0,0,130,0
Uttar Pradesh,TOTAL,2013,222,391,304,2,3,29,302,0,1847,3978
Uttarakhand,ALMORA,2013,0,0,0,0,0,0,0,0,2,0
Uttarakhand,BAGESHWAR,2013,0,1,0,0,0,0,0,0,0,0
Uttarakhand,CHAMOLI,2013,0,0,1,0,0,0,2,0,1,0
Uttarakhand,CHAMPAWAT,2013,0,0,0,0,0,0,1,0,0,0
Uttarakhand,DEHRADUN,2013,0,0,0,0,0,0,1,0,1,0
Uttarakhand,HARIDWAR,2013,0,1,0,0,0,0,0,0,0,0
Uttarakhand,NAINITAL,2013,1,1,0,0,0,0,0,0,0,0
Uttarakhand,PAURI GARHWAL,2013,0,0,0,0,0,0,2,0,2,0
Uttarakhand,PITHORAGARH,2013,0,0,0,0,0,0,0,0,3,0
Uttarakhand,RUDRA PRAYAG,2013,0,0,0,0,0,0,0,0,1,0
Uttarakhand,TEHRI GARHWAL,2013,0,0,0,0,0,0,0,0,0,0
Uttarakhand,UDHAMSINGH NAGAR,2013,4,4,3,0,0,0,1,0,0,0
Uttarakhand,UTTARKASHI,2013,0,0,0,0,0,0,1,0,0,0
Uttarakhand,TOTAL,2013,5,7,4,0,0,0,8,0,10,0
West Bengal,24 PARGANAS NORTH,2013,0,0,0,0,0,0,0,0,0,4
West Bengal,24 PARGANAS SOUTH,2013,0,0,0,0,0,0,0,0,1,0
West Bengal,ASANSOL,2013,0,0,1,0,0,0,0,0,5,3
West Bengal,BANKURA,2013,0,0,0,0,0,0,0,0,0,4
West Bengal,BDN CP,2013,0,0,0,0,0,0,0,0,0,0
West Bengal,BIRBHUM,2013,0,1,0,0,0,1,0,0,0,2
West Bengal,BKP CP,2013,0,0,0,0,0,0,0,0,1,5
West Bengal,BURDWAN,2013,0,0,0,0,0,0,0,0,0,24
West Bengal,COOCHBEHAR,2013,0,0,0,0,0,0,0,0,0,0
West Bengal,DAKSHIN DINAJPUR,2013,0,0,1,0,0,0,1,0,0,0
West Bengal,DARJEELING,2013,0,0,0,0,0,0,0,0,5,2
West Bengal,HOOGHLY,2013,0,0,0,0,0,0,0,0,1,1
West Bengal,HOWRAH,2013,0,0,0,0,0,0,0,0,2,0
West Bengal,HOWRAH CITY,2013,0,0,0,0,0,0,0,0,3,3
West Bengal,HOWRAH G.R.P.,2013,0,0,0,0,0,0,0,0,0,0
West Bengal,JALPAIGURI,2013,0,0,0,0,0,0,0,0,0,0
West Bengal,JHARGRAM,2013,0,0,0,0,0,0,0,0,0,0
West Bengal,KHARAGPUR G.R.P.,2013,0,0,0,0,0,0,0,0,0,0
West Bengal,KOLKATA,2013,0,0,0,0,0,0,0,0,4,7
West Bengal,MALDA,2013,0,1,0,0,0,0,0,0,0,0
West Bengal,MURSHIDABAD,2013,0,0,0,0,0,0,0,0,0,0
West Bengal,NADIA,2013,0,0,0,0,0,0,0,0,1,1
West Bengal,PASCHIM MIDNAPUR,2013,0,0,0,0,0,0,0,0,0,3
West Bengal,PURAB MIDNAPUR,2013,0,0,0,0,0,0,1,0,7,11
West Bengal,PURULIA,2013,0,0,0,0,0,0,0,0,0,1
West Bengal,SEALDAH G.R.P.,2013,0,0,0,0,0,0,0,0,0,0
West Bengal,SILIGURI G.R.P.,2013,0,0,0,0,0,0,0,0,0,0
West Bengal,SILIGURI_PC,2013,0,0,0,0,0,0,0,0,5,2
West Bengal,UTTAR DINAJPUR,2013,0,0,0,0,0,0,0,0,0,0
West Bengal,TOTAL,2013,0,2,2,0,0,1,2,0,35,73
A&N Islands,CAR,2013,0,0,0,0,0,0,0,0,0,0
A&N Islands,NORTH,2013,0,0,0,0,0,0,0,0,0,0
A&N Islands,SOUTH,2013,0,0,0,0,0,0,0,0,0,0
A&N Islands,TOTAL,2013,0,0,0,0,0,0,0,0,0,0
Chandigarh,CHANDIGARH,2013,0,0,0,0,0,0,0,0,2,2
Chandigarh,TOTAL,2013,0,0,0,0,0,0,0,0,2,2
D&N Haveli,D&N HAVELI,2013,0,0,0,0,0,0,0,0,0,0
D&N Haveli,TOTAL,2013,0,0,0,0,0,0,0,0,0,0
Daman & Diu,DAMAN,2013,0,0,0,0,0,0,1,0,0,0
Daman & Diu,DIU,2013,0,0,0,0,0,0,0,0,0,0
Daman & Diu,TOTAL,2013,0,0,0,0,0,0,1,0,0,0
Delhi UT,CAW,2013,0,0,0,0,0,0,0,0,0,0
Delhi UT,CENTRAL,2013,0,0,0,0,0,0,0,0,4,3
Delhi UT,CRIME BRANCH,2013,0,0,0,0,0,0,0,0,0,0
Delhi UT,EAST,2013,0,0,0,0,0,0,0,0,2,1
Delhi UT,EOW,2013,0,0,0,0,0,0,0,0,0,2
Delhi UT,GRP(RLY),2013,0,0,0,0,0,0,0,0,0,0
Delhi UT,IGI AIRPORT,2013,0,0,0,0,0,0,0,0,0,0
Delhi UT,METRO RAIL,2013,0,0,0,0,0,0,0,0,0,0
Delhi UT,NEW DELHI,2013,0,0,0,0,0,0,0,1,1,1
Delhi UT,NORTH,2013,0,0,0,0,0,0,0,0,2,3
Delhi UT,NORTH-EAST,2013,0,0,0,0,0,0,0,0,1,1
Delhi UT,NORTH-WEST,2013,0,0,0,0,0,0,0,0,3,5
Delhi UT,OUTER,2013,0,0,0,0,0,0,0,0,1,2
Delhi UT,SOUTH,2013,0,0,0,0,0,0,0,0,2,0
Delhi UT,SOUTH-EAST,2013,0,0,0,0,0,0,0,1,3,4
Delhi UT,SOUTH-WEST,2013,0,0,0,0,0,0,0,0,4,4
Delhi UT,STF,2013,0,0,0,0,0,0,0,0,0,0
Delhi UT,WEST,2013,0,0,0,0,0,0,0,1,3,0
Delhi UT,TOTAL,2013,0,0,0,0,0,0,0,3,26,26
Lakshadweep,LAKSHADWEEP,2013,0,0,0,0,0,0,0,0,0,0
Lakshadweep,TOTAL,2013,0,0,0,0,0,0,0,0,0,0
Puducherry,KARAIKAL,2013,0,1,0,0,0,0,0,3,0,0
Puducherry,PUDUCHERRY,2013,0,0,0,0,0,0,0,12,4,1
Puducherry,TOTAL,2013,0,1,0,0,0,0,0,15,4,1
