area_name,year,group_name,sub_group_name,auto_theft_coordinated_traced,auto_theft_recovered,auto_theft_stolen
Sikkim,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,5,5
Tamil Nadu,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,87,93,131
Tripura,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3,12
Uttar Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6,390,1458
Uttarakhand,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,29,101
West Bengal,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,14,92,298
Andhra Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,149,298
Arunachal Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,4,12
Assam,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11,101,264
Bihar,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,22,61
Chandigarh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,96,357
Chhattisgarh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,40,99
Dadra & Nagar Haveli,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,1
Daman & Diu,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2,5
Delhi,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49,536,3613
Goa,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,9,32
Gujarat,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64,156,508
Haryana,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,42,411,1237
Himachal Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,10,37,86
Jammu & Kashmir,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,35,130
Jharkhand,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,77,365
Karnataka,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11,132,546
Kerala,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6,148,606
Madhya Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,25,177,469
Maharashtra,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,217,467,2219
Manipur,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,12
Meghalaya,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,3,15
Mizoram,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,10,15
Nagaland,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18,9,56
Odisha,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,50,99
Puducherry,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,7,11
Punjab,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,157,173,577
Rajasthan,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,31,315,1130
Sikkim,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,5,6
Tamil Nadu,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,70,74,100
Tripura,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,2
Uttar Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,348,1458
Uttarakhand,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,28,28,119
West Bengal,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,9,66,328
Andhra Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,165,300
Arunachal Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,10,17
Assam,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,86,508
Bihar,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,31,134
Chandigarh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,108,426
Chhattisgarh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,145,405
Dadra & Nagar Haveli,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,1
Daman & Diu,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3,8
Delhi,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,486,4388
Goa,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,6,20
Gujarat,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,55,103,593
Haryana,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,53,434,1534
Himachal Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18,39,119
Jammu & Kashmir,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,30,163
Jharkhand,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,42,277
Karnataka,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34,234,813
Kerala,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,92,452
Madhya Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,157,454
Maharashtra,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,86,256,2459
Manipur,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,4,59
Meghalaya,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,13,53
Mizoram,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,12,15
Nagaland,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,7,89
Odisha,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,30,125
Puducherry,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2,13
Punjab,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,110,208,641
Rajasthan,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,66,232,1223
Sikkim,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,6,6
Tamil Nadu,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,121,135,200
Tripura,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2,3
Uttar Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58,334,1546
Uttarakhand,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,26,124
West Bengal,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,76,272
Andaman & Nicobar Islands,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,1,1
Andhra Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49,253,436
Arunachal Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,4,26
Assam,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5,97,443
Bihar,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,14,41,262
Chandigarh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,75,466
Chhattisgarh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,76,236
Dadra & Nagar Haveli,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3,10
Daman & Diu,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,4
Delhi,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,289,580,4757
Goa,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,4,19
Gujarat,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49,155,763
Haryana,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,40,433,1587
Himachal Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,62,166
Jammu & Kashmir,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,122,433
Jharkhand,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,74,295
Karnataka,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58,252,959
Kerala,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,109,307
Lakshadweep,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,4
Madhya Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,234,675
Maharashtra,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,251,509,2523
Manipur,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,1,51
Meghalaya,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,12,59
Mizoram,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6,6,8
Nagaland,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,21,103
Odisha,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,74,358
Puducherry,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3,9
Punjab,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41,248,870
Rajasthan,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,158,321,1654
Sikkim,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,4,7
Tamil Nadu,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,104,140,194
Tripura,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,4
Uttar Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41,320,2718
Uttarakhand,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,26,106
West Bengal,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64,86,401
Andhra Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,203,530,602
Arunachal Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,2,5
Assam,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,32,103
Bihar,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,45,360
Chandigarh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,75,355
Chhattisgarh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,52,152
Dadra & Nagar Haveli,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,1,6
Daman & Diu,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,2
Delhi,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,24,594,5281
Goa,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,9,20
Gujarat,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58,170,843
Haryana,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,61,499,1918
Himachal Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,61,161
Jammu & Kashmir,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5,93,334
Jharkhand,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,54,368
Karnataka,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,45,442,1087
Kerala,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,56,180
Madhya Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,46,299,780
Maharashtra,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,238,571,2612
Manipur,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,4,47
Meghalaya,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,19,43
Mizoram,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,13,18
Nagaland,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,12,81
Odisha,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,82,181
Puducherry,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,4,12
Punjab,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,92,315,943
Rajasthan,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,189,256,1491
Sikkim,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2,2
Tamil Nadu,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,119,185,265
Tripura,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2,2
Uttar Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,65,374,3046
Uttarakhand,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,26,96
West Bengal,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,89,401
Andhra Pradesh,2001,AT3-Buses,3. Buses,0,3,5
Arunachal Pradesh,2001,AT3-Buses,3. Buses,0,0,0
Assam,2001,AT3-Buses,3. Buses,0,0,0
Bihar,2001,AT3-Buses,3. Buses,0,0,0
Chandigarh,2001,AT3-Buses,3. Buses,0,0,0
Chhattisgarh,2001,AT3-Buses,3. Buses,0,0,0
Delhi,2001,AT3-Buses,3. Buses,,14,37
Gujarat,2001,AT3-Buses,3. Buses,1,3,3
Haryana,2001,AT3-Buses,3. Buses,0,7,12
Himachal Pradesh,2001,AT3-Buses,3. Buses,0,1,1
Jammu & Kashmir,2001,AT3-Buses,3. Buses,0,1,4
Jharkhand,2001,AT3-Buses,3. Buses,1,1,2
Karnataka,2001,AT3-Buses,3. Buses,1,4,5
Kerala,2001,AT3-Buses,3. Buses,,25,42
Madhya Pradesh,2001,AT3-Buses,3. Buses,,,4
Maharashtra,2001,AT3-Buses,3. Buses,3,7,11
Meghalaya,2001,AT3-Buses,3. Buses,0,1,1
Mizoram,2001,AT3-Buses,3. Buses,0,0,0
Nagaland,2001,AT3-Buses,3. Buses,0,0,0
Odisha,2001,AT3-Buses,3. Buses,0,0,0
Punjab,2001,AT3-Buses,3. Buses,1,7,23
Rajasthan,2001,AT3-Buses,3. Buses,,32,41
Tamil Nadu,2001,AT3-Buses,3. Buses,0,7,8
Uttar Pradesh,2001,AT3-Buses,3. Buses,,6,17
Uttarakhand,2001,AT3-Buses,3. Buses,,1,1
West Bengal,2001,AT3-Buses,3. Buses,0,0,1
Andhra Pradesh,2002,AT3-Buses,3. Buses,0,5,5
Assam,2002,AT3-Buses,3. Buses,0,0,0
Bihar,2002,AT3-Buses,3. Buses,0,0,0
Chhattisgarh,2002,AT3-Buses,3. Buses,0,0,0
Daman & Diu,2002,AT3-Buses,3. Buses,0,0,0
Delhi,2002,AT3-Buses,3. Buses,4,10,27
Goa,2002,AT3-Buses,3. Buses,,1,1
Gujarat,2002,AT3-Buses,3. Buses,1,4,36
Haryana,2002,AT3-Buses,3. Buses,0,11,16
Himachal Pradesh,2002,AT3-Buses,3. Buses,0,0,0
Jammu & Kashmir,2002,AT3-Buses,3. Buses,0,5,5
Karnataka,2002,AT3-Buses,3. Buses,0,1,1
Kerala,2002,AT3-Buses,3. Buses,2,10,19
Madhya Pradesh,2002,AT3-Buses,3. Buses,0,9,15
Maharashtra,2002,AT3-Buses,3. Buses,1,6,13
Meghalaya,2002,AT3-Buses,3. Buses,0,0,0
Nagaland,2002,AT3-Buses,3. Buses,0,0,0
Odisha,2002,AT3-Buses,3. Buses,0,0,0
Punjab,2002,AT3-Buses,3. Buses,1,5,5
Rajasthan,2002,AT3-Buses,3. Buses,,22,29
Tamil Nadu,2002,AT3-Buses,3. Buses,0,1,2
Uttar Pradesh,2002,AT3-Buses,3. Buses,1,19,25
West Bengal,2002,AT3-Buses,3. Buses,0,0,8
Andhra Pradesh,2003,AT3-Buses,3. Buses,0,4,6
Arunachal Pradesh,2003,AT3-Buses,3. Buses,0,0,0
Assam,2003,AT3-Buses,3. Buses,0,0,0
Bihar,2003,AT3-Buses,3. Buses,0,0,0
Chandigarh,2003,AT3-Buses,3. Buses,0,0,0
Chhattisgarh,2003,AT3-Buses,3. Buses,0,0,0
Daman & Diu,2003,AT3-Buses,3. Buses,0,0,0
Delhi,2003,AT3-Buses,3. Buses,1,5,18
Gujarat,2003,AT3-Buses,3. Buses,2,4,36
Haryana,2003,AT3-Buses,3. Buses,2,20,32
Himachal Pradesh,2003,AT3-Buses,3. Buses,0,0,0
Jammu & Kashmir,2003,AT3-Buses,3. Buses,0,0,0
Jharkhand,2003,AT3-Buses,3. Buses,0,0,0
Karnataka,2003,AT3-Buses,3. Buses,0,2,4
Kerala,2003,AT3-Buses,3. Buses,,2,4
Maharashtra,2003,AT3-Buses,3. Buses,1,5,15
Meghalaya,2003,AT3-Buses,3. Buses,0,0,0
Nagaland,2003,AT3-Buses,3. Buses,0,0,0
Odisha,2003,AT3-Buses,3. Buses,0,0,0
Punjab,2003,AT3-Buses,3. Buses,1,9,17
Rajasthan,2003,AT3-Buses,3. Buses,0,24,38
Tamil Nadu,2003,AT3-Buses,3. Buses,0,2,2
Uttar Pradesh,2003,AT3-Buses,3. Buses,2,19,34
West Bengal,2003,AT3-Buses,3. Buses,0,0,1
Andhra Pradesh,2004,AT3-Buses,3. Buses,2,6,15
Arunachal Pradesh,2004,AT3-Buses,3. Buses,0,0,0
Assam,2004,AT3-Buses,3. Buses,,4,21
Bihar,2004,AT3-Buses,3. Buses,0,0,0
Chandigarh,2004,AT3-Buses,3. Buses,0,1,2
Chhattisgarh,2004,AT3-Buses,3. Buses,0,0,0
Delhi,2004,AT3-Buses,3. Buses,2,3,10
Gujarat,2004,AT3-Buses,3. Buses,1,24,46
Haryana,2004,AT3-Buses,3. Buses,,2,2
Himachal Pradesh,2004,AT3-Buses,3. Buses,0,1,1
Karnataka,2004,AT3-Buses,3. Buses,1,9,12
Kerala,2004,AT3-Buses,3. Buses,,4,4
Madhya Pradesh,2004,AT3-Buses,3. Buses,0,2,7
Maharashtra,2004,AT3-Buses,3. Buses,0,9,21
Manipur,2004,AT3-Buses,3. Buses,0,0,0
Meghalaya,2004,AT3-Buses,3. Buses,0,0,0
Mizoram,2004,AT3-Buses,3. Buses,0,0,0
Nagaland,2004,AT3-Buses,3. Buses,0,0,0
Odisha,2004,AT3-Buses,3. Buses,0,2,35
Puducherry,2004,AT3-Buses,3. Buses,,1,1
Punjab,2004,AT3-Buses,3. Buses,0,1,1
Rajasthan,2004,AT3-Buses,3. Buses,,11,12
Sikkim,2004,AT3-Buses,3. Buses,,0,0
Tamil Nadu,2004,AT3-Buses,3. Buses,2,2,2
Uttar Pradesh,2004,AT3-Buses,3. Buses,,14,24
Uttarakhand,2004,AT3-Buses,3. Buses,,1,1
West Bengal,2004,AT3-Buses,3. Buses,0,0,0
Andhra Pradesh,2005,AT3-Buses,3. Buses,0,0,0
Arunachal Pradesh,2005,AT3-Buses,3. Buses,0,0,0
Assam,2005,AT3-Buses,3. Buses,0,6,1
Bihar,2005,AT3-Buses,3. Buses,0,0,0
Chandigarh,2005,AT3-Buses,3. Buses,0,0,0
Chhattisgarh,2005,AT3-Buses,3. Buses,0,0,0
Delhi,2005,AT3-Buses,3. Buses,,4,7
Gujarat,2005,AT3-Buses,3. Buses,0,24,55
Haryana,2005,AT3-Buses,3. Buses,0,9,13
Himachal Pradesh,2005,AT3-Buses,3. Buses,0,1,1
Jammu & Kashmir,2005,AT3-Buses,3. Buses,0,0,0
Jharkhand,2005,AT3-Buses,3. Buses,0,0,2
Karnataka,2005,AT3-Buses,3. Buses,0,2,4
Kerala,2005,AT3-Buses,3. Buses,,11,24
Madhya Pradesh,2005,AT3-Buses,3. Buses,0,0,0
Maharashtra,2005,AT3-Buses,3. Buses,3,10,13
Manipur,2005,AT3-Buses,3. Buses,0,0,0
Meghalaya,2005,AT3-Buses,3. Buses,0,0,0
Mizoram,2005,AT3-Buses,3. Buses,0,0,0
Nagaland,2005,AT3-Buses,3. Buses,0,0,0
Odisha,2005,AT3-Buses,3. Buses,0,0,0
Punjab,2005,AT3-Buses,3. Buses,0,5,4
Rajasthan,2005,AT3-Buses,3. Buses,,11,25
Tamil Nadu,2005,AT3-Buses,3. Buses,1,1,1
Uttar Pradesh,2005,AT3-Buses,3. Buses,0,30,72
West Bengal,2005,AT3-Buses,3. Buses,0,0,0
Andhra Pradesh,2006,AT3-Buses,3. Buses,2,14,24
Arunachal Pradesh,2006,AT3-Buses,3. Buses,0,0,0
Assam,2006,AT3-Buses,3. Buses,0,4,4
Bihar,2006,AT3-Buses,3. Buses,0,0,2
Chandigarh,2006,AT3-Buses,3. Buses,0,0,0
Chhattisgarh,2006,AT3-Buses,3. Buses,0,18,28
Delhi,2006,AT3-Buses,3. Buses,,1,5
Gujarat,2006,AT3-Buses,3. Buses,1,3,8
Haryana,2006,AT3-Buses,3. Buses,,10,14
Himachal Pradesh,2006,AT3-Buses,3. Buses,3,3,3
Jammu & Kashmir,2006,AT3-Buses,3. Buses,0,0,0
Jharkhand,2006,AT3-Buses,3. Buses,0,0,1
Karnataka,2006,AT3-Buses,3. Buses,0,4,15
Kerala,2006,AT3-Buses,3. Buses,,6,15
Madhya Pradesh,2006,AT3-Buses,3. Buses,0,0,0
Maharashtra,2006,AT3-Buses,3. Buses,7,20,46
Manipur,2006,AT3-Buses,3. Buses,0,0,0
Meghalaya,2006,AT3-Buses,3. Buses,0,0,0
Mizoram,2006,AT3-Buses,3. Buses,0,1,1
Nagaland,2006,AT3-Buses,3. Buses,0,0,0
Odisha,2006,AT3-Buses,3. Buses,0,0,0
Punjab,2006,AT3-Buses,3. Buses,,2,2
Rajasthan,2006,AT3-Buses,3. Buses,,12,24
Uttar Pradesh,2006,AT3-Buses,3. Buses,0,36,68
West Bengal,2006,AT3-Buses,3. Buses,0,0,1
Andhra Pradesh,2007,AT3-Buses,3. Buses,0,2,2
Arunachal Pradesh,2007,AT3-Buses,3. Buses,0,0,0
Assam,2007,AT3-Buses,3. Buses,0,6,8
Bihar,2007,AT3-Buses,3. Buses,0,0,0
Chandigarh,2007,AT3-Buses,3. Buses,0,0,0
Chhattisgarh,2007,AT3-Buses,3. Buses,0,0,0
Delhi,2007,AT3-Buses,3. Buses,,2,10
Gujarat,2007,AT3-Buses,3. Buses,5,10,22
Haryana,2007,AT3-Buses,3. Buses,2,5,7
Himachal Pradesh,2007,AT3-Buses,3. Buses,2,9,17
Jammu & Kashmir,2007,AT3-Buses,3. Buses,0,2,5
Karnataka,2007,AT3-Buses,3. Buses,1,13,25
Kerala,2007,AT3-Buses,3. Buses,,7,10
Madhya Pradesh,2007,AT3-Buses,3. Buses,8,19,24
Maharashtra,2007,AT3-Buses,3. Buses,1,7,28
Manipur,2007,AT3-Buses,3. Buses,0,0,0
Meghalaya,2007,AT3-Buses,3. Buses,0,0,0
Mizoram,2007,AT3-Buses,3. Buses,0,0,0
Nagaland,2007,AT3-Buses,3. Buses,0,0,0
Odisha,2007,AT3-Buses,3. Buses,0,0,0
Punjab,2007,AT3-Buses,3. Buses,2,4,5
Rajasthan,2007,AT3-Buses,3. Buses,,11,13
Tamil Nadu,2007,AT3-Buses,3. Buses,2,3,3
Uttar Pradesh,2007,AT3-Buses,3. Buses,,23,51
West Bengal,2007,AT3-Buses,3. Buses,0,2,2
Andaman & Nicobar Islands,2008,AT3-Buses,3. Buses,,1,1
Andhra Pradesh,2008,AT3-Buses,3. Buses,0,3,3
Arunachal Pradesh,2008,AT3-Buses,3. Buses,0,0,0
Assam,2008,AT3-Buses,3. Buses,0,2,4
Bihar,2008,AT3-Buses,3. Buses,0,0,2
Chandigarh,2008,AT3-Buses,3. Buses,0,0,1
Chhattisgarh,2008,AT3-Buses,3. Buses,0,0,0
Delhi,2008,AT3-Buses,3. Buses,,1,8
Goa,2008,AT3-Buses,3. Buses,,1,1
Gujarat,2008,AT3-Buses,3. Buses,8,10,21
Haryana,2008,AT3-Buses,3. Buses,1,7,8
Himachal Pradesh,2008,AT3-Buses,3. Buses,0,0,0
Jammu & Kashmir,2008,AT3-Buses,3. Buses,0,0,0
Jharkhand,2008,AT3-Buses,3. Buses,,,1
Karnataka,2008,AT3-Buses,3. Buses,1,3,4
Kerala,2008,AT3-Buses,3. Buses,,3,5
Maharashtra,2008,AT3-Buses,3. Buses,2,3,22
Manipur,2008,AT3-Buses,3. Buses,0,0,0
Meghalaya,2008,AT3-Buses,3. Buses,0,0,0
Mizoram,2008,AT3-Buses,3. Buses,0,0,0
Nagaland,2008,AT3-Buses,3. Buses,0,0,0
Odisha,2008,AT3-Buses,3. Buses,0,0,0
Punjab,2008,AT3-Buses,3. Buses,,4,2
Rajasthan,2008,AT3-Buses,3. Buses,4,44,97
Tamil Nadu,2008,AT3-Buses,3. Buses,0,0,0
Uttar Pradesh,2008,AT3-Buses,3. Buses,,9,17
West Bengal,2008,AT3-Buses,3. Buses,0,0,0
Andhra Pradesh,2009,AT3-Buses,3. Buses,0,1,1
Arunachal Pradesh,2009,AT3-Buses,3. Buses,0,0,0
Assam,2009,AT3-Buses,3. Buses,0,3,3
Bihar,2009,AT3-Buses,3. Buses,0,0,1
Chandigarh,2009,AT3-Buses,3. Buses,0,0,1
Chhattisgarh,2009,AT3-Buses,3. Buses,0,0,0
Delhi,2009,AT3-Buses,3. Buses,1,,13
Goa,2009,AT3-Buses,3. Buses,1,,1
Gujarat,2009,AT3-Buses,3. Buses,3,6,11
Haryana,2009,AT3-Buses,3. Buses,1,6,6
