state_ut,district,year,murder,rape,kidnapping_and_abduction,foeticide,abetment_of_suicide,exposure_and_abandonment,procuration_of_minor_girls,buying_of_girls_for_prostitution,selling_of_girls_for_prostitution,prohibition_of_child_marriage_act,other_crimes,total
HARYANA,GURGAON,2003,1,11,13,0,0,9,3,0,0,0,0,37
HARYANA,HISSAR,2003,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,JHAJJAR,2003,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,JIND,2003,0,7,1,0,0,1,0,0,0,0,0,9
HARYANA,KAITHAL,2003,0,0,0,0,0,0,0,0,0,1,0,1
HARYANA,KARNAL,2003,4,15,9,0,0,2,0,0,0,2,7,39
HARYANA,KURUKSHETRA,2003,0,1,1,0,0,0,0,0,0,0,0,2
HARYANA,MAHENDRAGARH,2003,2,2,0,0,0,0,0,0,0,0,0,4
HARYANA,PANCHKULA,2003,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,PANIPAT,2003,3,14,5,0,0,5,0,0,0,0,2,29
HARYANA,REWARI,2003,2,3,2,0,0,5,0,0,0,0,2,14
HARYANA,ROHTAK,2003,0,0,0,0,0,0,0,0,0,0,3,3
HARYANA,SIRSA,2003,1,0,1,0,0,2,0,0,0,0,0,4
HARYANA,SONIPAT,2003,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,YAMUNANAGAR,2003,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,TOTAL,2003,24,77,92,2,0,24,3,0,0,3,62,287
HIMACHAL PRADESH,BILASPUR,2003,1,0,0,0,0,0,1,0,0,0,0,2
HIMACHAL PRADESH,CHAMBA,2003,0,0,0,0,0,0,0,0,0,0,1,1
HIMACHAL PRADESH,G.R.P.,2003,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2003,0,4,3,0,0,2,0,0,0,0,0,9
HIMACHAL PRADESH,KANGRA,2003,1,6,4,0,0,2,0,0,0,0,3,16
HIMACHAL PRADESH,KINNAUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KULLU,2003,1,9,3,0,0,2,0,0,0,0,5,20
HIMACHAL PRADESH,LAHAUL-SPITI,2003,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,MANDI,2003,0,2,0,0,0,3,0,0,0,1,0,6
HIMACHAL PRADESH,SHIMLA,2003,1,4,1,0,0,2,3,0,0,0,1,12
HIMACHAL PRADESH,SIRMAUR,2003,0,5,7,0,0,0,0,0,0,0,2,14
HIMACHAL PRADESH,SOLAN,2003,1,5,4,0,0,0,0,0,1,0,11,22
HIMACHAL PRADESH,UNA,2003,0,1,1,0,0,0,0,0,0,0,5,7
HIMACHAL PRADESH,TOTAL,2003,5,36,23,0,0,11,4,0,1,1,28,109
JAMMU & KASHMIR,ANANTNAG,2003,0,0,38,0,0,1,0,0,0,0,0,39
JAMMU & KASHMIR,AWANTIPORA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BORDER,2003,0,1,0,0,0,1,0,0,0,0,3,5
JAMMU & KASHMIR,BUDGAM,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME JAMMU,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,GANDERBAL,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,HANDWARA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,JAMMU,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KARGIL,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,2003,0,1,0,0,0,0,0,0,0,0,4,5
JAMMU & KASHMIR,KULGAM,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KUPWARA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,LEH,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,POONCH,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAILWAYS,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAMBAN,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,REASI,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SRINAGAR,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,UDHAMPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,TOTAL,2003,0,2,38,0,0,2,0,0,0,0,7,49
JHARKHAND,BOKARO,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,CHAIBASA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,CHATRA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DEOGHAR,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DHANBAD,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DHANBAD RLY.,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DUMKA,2003,0,1,0,0,0,0,0,0,0,0,3,4
JHARKHAND,GARHWA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,GIRIDIH,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,GODDA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,GUMLA,2003,6,8,1,0,0,0,5,0,0,0,0,20
JHARKHAND,HAZARIBAGH,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMSHEDPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMSHEDPUR RLY.,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMTARA,2003,0,1,1,0,0,0,0,0,0,0,0,2
JHARKHAND,KODERMA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,LATEHAR,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,LOHARDAGGA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,PAKUR,2003,1,6,1,1,0,0,0,0,0,0,0,9
JHARKHAND,PALAMU,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,RANCHI,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,SAHEBGANJ,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,SARAIKELA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,SIMDEGA,2003,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,TOTAL,2003,7,16,3,1,0,0,5,0,0,0,3,35
KARNATAKA,BAGALKOT,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BANGALORE COMMR.,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BANGALORE RURAL,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BELGAUM,2003,11,5,6,0,0,4,0,0,0,0,0,26
KARNATAKA,BELLARY,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BIDAR,2003,0,0,0,0,0,6,0,0,0,0,0,6
KARNATAKA,BIJAPUR,2003,8,5,0,0,0,0,0,0,0,0,0,13
KARNATAKA,CHAMARAJNAGAR,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,CHICKMAGALUR,2003,1,7,5,0,0,0,0,0,0,0,2,15
KARNATAKA,CHITRADURGA,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,DAKSHIN KANNADA,2003,0,0,1,0,0,0,0,0,0,0,2,3
KARNATAKA,DAVANAGERE,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,DHARWAD COMMR.,2003,2,3,4,0,0,0,0,0,0,0,2,11
KARNATAKA,DHARWAD RURAL,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,GADAG,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,GULBARGA,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,HASSAN,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,HAVERI,2003,0,0,0,0,0,0,0,0,0,1,0,1
KARNATAKA,K.G.F.,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,KODAGU,2003,0,0,0,0,0,0,0,0,0,0,9,9
KARNATAKA,KOLAR,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,KOPPAL,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MANDYA,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MYSORE COMMR.,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MYSORE RURAL,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,RAICHUR,2003,1,5,11,0,0,0,0,0,0,1,1,19
KARNATAKA,RAILWAYS,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,SHIMOGA,2003,0,0,0,0,0,0,1,0,0,0,1,2
KARNATAKA,TUMKUR,2003,0,0,0,0,0,1,0,0,0,0,5,6
KARNATAKA,UDUPI,2003,0,0,2,0,0,0,0,0,0,0,3,5
KARNATAKA,UTTAR KANNADA,2003,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,TOTAL,2003,23,25,29,0,0,11,1,0,0,2,25,116
KERALA,ALAPUZHA,2003,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,CBCID,2003,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,ERNAKULAM,2003,1,1,4,0,0,0,0,0,0,0,0,6
KERALA,ERNAKULAM COMMR.,2003,1,3,0,0,0,0,3,0,0,0,2,9
KERALA,IDUKKI,2003,2,3,0,0,0,0,0,0,0,0,0,5
KERALA,KANNUR,2003,0,3,0,0,0,0,0,0,0,0,1,4
KERALA,KASARGOD,2003,1,2,1,0,0,0,0,0,0,0,0,4
KERALA,KOLLAM,2003,2,10,2,0,0,0,0,0,0,0,10,24
KERALA,KOTTAYAM,2003,2,3,0,0,0,0,0,0,0,0,0,5
KERALA,KOZHIKODE,2003,1,3,4,0,0,0,0,0,0,0,0,8
KERALA,KOZHIKODE COMMR.,2003,2,1,0,0,0,0,0,0,0,0,0,3
KERALA,MALAPPURAM,2003,1,12,0,0,0,0,0,0,0,0,0,13
KERALA,PALAKKAD,2003,12,12,1,0,0,1,0,0,0,0,15,41
KERALA,PATHANAMTHITTA,2003,0,0,0,0,0,0,2,0,0,0,2,4
KERALA,RAILWAYS,2003,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,THRISSUR,2003,0,0,0,0,0,0,0,0,0,0,10,10
KERALA,TRIVANDRUM,2003,1,12,10,0,0,0,2,0,0,0,1,26
KERALA,TRIVANDRUM COMMR.,2003,2,0,1,0,0,0,0,0,0,0,1,4
KERALA,WAYANADU,2003,3,4,0,0,0,0,0,0,0,0,6,13
KERALA,TOTAL,2003,31,69,23,0,0,1,7,0,0,0,48,179
MADHYA PRADESH,ANUPPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,ASHOK NAGAR,2003,0,4,1,0,0,0,0,0,0,0,23,28
MADHYA PRADESH,BADWANI,2003,4,19,4,0,0,2,0,0,0,0,30,59
MADHYA PRADESH,BALAGHAT,2003,5,34,3,1,0,3,0,0,0,0,0,46
MADHYA PRADESH,BETUL,2003,3,69,4,0,0,0,0,0,0,0,0,76
MADHYA PRADESH,BHIND,2003,5,5,15,0,0,0,0,0,0,0,15,40
MADHYA PRADESH,BHOPAL,2003,4,50,21,0,0,0,9,0,11,0,12,107
MADHYA PRADESH,BHOPAL RLY.,2003,0,2,0,0,0,9,0,0,0,0,12,23
MADHYA PRADESH,BURHANPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,CHHATARPUR,2003,1,17,2,0,3,0,0,0,0,0,85,108
MADHYA PRADESH,CHHINDWARA,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,DAMOH,2003,0,12,0,0,0,0,0,0,0,0,15,27
MADHYA PRADESH,DATIYA,2003,4,7,5,0,0,0,0,0,0,0,24,40
MADHYA PRADESH,DEWAS,2003,6,9,2,0,0,4,0,0,0,0,24,45
MADHYA PRADESH,DHAR,2003,0,0,0,0,0,0,0,0,0,0,1,1
MADHYA PRADESH,DINDORI,2003,1,13,2,0,0,1,0,0,0,0,0,17
MADHYA PRADESH,GUNA,2003,2,13,0,0,0,3,0,0,0,0,91,109
MADHYA PRADESH,GWALIOR,2003,6,23,33,2,0,4,0,0,0,2,27,97
MADHYA PRADESH,HARDA,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,2003,1,0,0,0,0,0,0,0,0,0,30,31
MADHYA PRADESH,INDORE,2003,47,0,0,1,0,0,0,0,13,0,14,75
MADHYA PRADESH,INDORE RLY.,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR,2003,0,39,0,0,0,0,0,0,0,0,0,39
MADHYA PRADESH,JABALPUR RLY.,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JHABUA,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,KATNI,2003,3,13,1,0,0,0,0,0,0,0,53,70
MADHYA PRADESH,KHANDWA,2003,2,38,13,0,0,3,0,0,0,0,57,113
MADHYA PRADESH,KHARGON,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,MANDLA,2003,3,17,2,0,0,0,0,0,0,0,0,22
MADHYA PRADESH,MANDSAUR,2003,6,16,5,0,0,0,0,0,1,0,14,42
MADHYA PRADESH,MORENA,2003,5,12,12,0,0,6,0,0,0,0,4,39
MADHYA PRADESH,NARSINGHPUR,2003,4,16,3,0,0,4,0,0,0,0,46,73
MADHYA PRADESH,NEEMUCH,2003,1,5,4,0,0,7,0,0,0,0,23,40
MADHYA PRADESH,PANNA,2003,0,13,1,0,0,0,0,0,0,0,9,23
MADHYA PRADESH,RAISEN,2003,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,RAJGARH,2003,1,20,0,0,0,0,0,0,0,0,14,35
MADHYA PRADESH,RATLAM,2003,4,17,3,0,2,0,0,0,0,0,78,104
MADHYA PRADESH,REWA,2003,3,14,3,0,0,6,0,0,0,0,83,109
MADHYA PRADESH,SAGAR,2003,4,36,8,0,0,9,0,0,0,0,188,245
MADHYA PRADESH,SATNA,2003,2,13,0,1,0,10,2,0,0,0,34,62
MADHYA PRADESH,SEONI,2003,2,3,1,0,0,0,0,0,0,0,40,46
MADHYA PRADESH,SHAHDOL,2003,1,3,0,0,0,0,0,0,0,0,0,4
MADHYA PRADESH,SHAJAPUR,2003,2,12,6,0,0,5,1,0,0,0,3,29
MADHYA PRADESH,SHEOPUR,2003,1,6,4,0,0,0,0,0,0,0,24,35
MADHYA PRADESH,SHIVPURI,2003,4,20,9,0,0,0,0,0,0,0,0,33
MADHYA PRADESH,SIDHI,2003,2,14,20,4,0,10,0,0,0,0,55,105
MADHYA PRADESH,SIHORE,2003,3,28,2,0,0,2,1,0,0,1,80,117
MADHYA PRADESH,TIKAMGARH,2003,2,20,3,0,1,2,0,0,0,0,70,98
MADHYA PRADESH,UJJAIN,2003,17,17,14,0,3,0,0,0,0,0,88,139
MADHYA PRADESH,UMARIYA,2003,0,6,0,0,0,0,0,0,0,0,0,6
MADHYA PRADESH,VIDISHA,2003,4,24,4,2,0,0,0,0,0,0,71,105
MADHYA PRADESH,TOTAL,2003,165,699,210,11,9,90,13,0,25,3,1437,2662
MAHARASHTRA,AHMEDNAGAR,2003,11,11,0,0,0,0,0,0,0,0,0,22
MAHARASHTRA,AKOLA,2003,4,0,0,0,0,9,0,0,0,3,0,16
MAHARASHTRA,AMRAVATI COMMR.,2003,3,11,9,0,0,2,0,0,0,0,3,28
MAHARASHTRA,AMRAVATI RURAL,2003,2,8,2,0,0,0,0,0,0,0,8,20
MAHARASHTRA,AURANGABAD COMMR.,2003,4,4,14,0,0,21,0,0,0,0,0,43
MAHARASHTRA,AURANGABAD RURAL,2003,7,3,0,0,0,0,0,0,0,1,6,17
MAHARASHTRA,BEED,2003,2,14,3,0,1,0,0,0,0,0,18,38
MAHARASHTRA,BHANDARA,2003,5,29,6,0,0,0,0,0,0,0,3,43
MAHARASHTRA,BULDHANA,2003,9,11,8,0,0,0,0,0,0,0,20,48
MAHARASHTRA,CHANDRAPUR,2003,5,26,11,0,0,0,0,0,0,0,0,42
MAHARASHTRA,DHULE,2003,0,0,0,0,0,0,0,0,0,0,8,8
MAHARASHTRA,GADCHIROLI,2003,1,14,5,0,0,2,4,0,0,1,18,45
MAHARASHTRA,GONDIA,2003,5,11,2,0,0,0,0,0,0,0,7,25
MAHARASHTRA,HINGOLI,2003,2,5,4,0,0,7,0,0,0,0,22,40
MAHARASHTRA,JALGAON,2003,9,7,9,0,1,13,0,0,0,1,16,56
MAHARASHTRA,JALNA,2003,6,3,0,0,0,8,0,0,0,0,4,21
MAHARASHTRA,KOLHAPUR,2003,13,8,8,0,0,0,0,0,0,3,16,48
MAHARASHTRA,LATUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,MUMBAI,2003,1,102,35,1,0,0,0,0,0,0,36,175
MAHARASHTRA,MUMBAI RLY.,2003,0,4,2,0,0,7,0,0,0,0,0,13
MAHARASHTRA,NAGPUR COMMR.,2003,4,18,27,1,0,9,0,0,1,0,55,115
MAHARASHTRA,NAGPUR RLY.,2003,2,0,1,0,0,18,0,0,0,0,0,21
MAHARASHTRA,NAGPUR RURAL,2003,2,27,11,0,0,5,0,0,0,1,0,46
MAHARASHTRA,NANDED,2003,3,12,5,0,0,12,0,0,0,2,11,45
MAHARASHTRA,NANDURBAR,2003,1,3,3,1,0,0,0,0,0,0,0,8
MAHARASHTRA,NASIK COMMR.,2003,3,7,7,0,1,16,0,0,0,0,0,34
MAHARASHTRA,NASIK RURAL,2003,11,40,13,0,0,18,0,0,0,0,14,96
MAHARASHTRA,NAVI MUMBAI,2003,2,15,0,1,0,1,7,0,0,0,27,53
MAHARASHTRA,OSMANABAD,2003,4,9,1,0,0,4,0,0,0,0,1,19
MAHARASHTRA,PARBHANI,2003,6,5,2,0,0,5,1,0,0,0,2,21
MAHARASHTRA,PUNE COMMR.,2003,3,32,21,0,0,21,0,5,0,0,125,207
MAHARASHTRA,PUNE RLY.,2003,0,2,0,0,0,6,0,0,0,0,0,8
MAHARASHTRA,PUNE RURAL,2003,17,11,11,0,0,14,0,0,0,0,21,74
MAHARASHTRA,RAIGAD,2003,5,12,11,0,0,0,0,0,0,0,8,36
MAHARASHTRA,RATNAGIRI,2003,1,9,2,0,0,3,0,0,0,0,3,18
MAHARASHTRA,SANGLI,2003,6,30,9,0,2,16,0,0,1,1,2,67
MAHARASHTRA,SATARA,2003,11,12,7,0,0,10,0,0,0,0,9,49
MAHARASHTRA,SINDHUDURG,2003,4,3,4,0,0,0,0,0,1,0,0,12
MAHARASHTRA,SOLAPUR COMMR.,2003,2,6,8,0,0,19,0,0,0,0,1,36
MAHARASHTRA,SOLAPUR RURAL,2003,10,25,13,0,0,10,0,0,0,2,0,60
MAHARASHTRA,THANE COMMR.,2003,12,30,38,0,0,15,8,0,0,0,6,109
MAHARASHTRA,THANE RURAL,2003,1,17,18,0,0,0,0,0,0,0,5,41
MAHARASHTRA,WARDHA,2003,1,3,0,0,0,0,0,0,0,0,18,22
MAHARASHTRA,WASHIM,2003,6,6,7,0,0,8,0,0,0,0,13,40
MAHARASHTRA,YAVATMAL,2003,0,0,0,1,0,14,0,0,0,1,0,16
MAHARASHTRA,TOTAL,2003,206,605,337,5,5,293,20,5,3,16,506,2001
MANIPUR,BISHNUPUR,2003,0,0,2,0,0,0,0,0,0,0,0,2
MANIPUR,CHANDEL,2003,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,CHURACHANDPUR,2003,0,0,0,0,0,0,0,0,0,0,2,2
MANIPUR,IMPHAL(EAST),2003,0,3,7,0,0,0,0,0,0,0,0,10
MANIPUR,IMPHAL(WEST),2003,1,2,14,0,0,0,0,0,0,0,0,17
MANIPUR,SENAPATI,2003,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,TAMENGLONG,2003,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,THOUBAL,2003,0,2,3,0,0,0,0,0,0,0,0,5
MANIPUR,UKHRUL,2003,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,TOTAL,2003,1,7,26,0,0,0,0,0,0,0,2,36
MEGHALAYA,GARI HILLS EAST,2003,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,GARO HILLS SOUTH,2003,0,3,0,0,0,0,0,0,0,0,0,3
MEGHALAYA,GARO HILLS WEST,2003,0,4,0,0,0,0,0,0,0,0,0,4
MEGHALAYA,JAINTIA HILLS,2003,1,7,0,0,0,0,0,0,0,0,0,8
MEGHALAYA,KHASI HILLS EAST,2003,10,4,5,0,0,0,0,0,0,0,0,19
MEGHALAYA,KHASI HILLS WEST,2003,3,4,0,0,0,0,0,0,0,0,0,7
MEGHALAYA,RI-BHOI,2003,0,2,3,0,0,0,0,0,0,0,0,5
MEGHALAYA,TOTAL,2003,14,24,8,0,0,0,0,0,0,0,0,46
MIZORAM,AIZAWL,2003,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,CHAMPHAI,2003,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,KOLASIB,2003,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,LAWNGTLAI,2003,4,1,0,0,0,0,0,0,0,0,0,5
MIZORAM,LUNGLEI,2003,0,0,1,0,0,0,0,0,0,0,0,1
MIZORAM,MAMIT,2003,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,SAIHA,2003,1,7,0,0,0,0,0,0,0,0,0,8
MIZORAM,SERCHHIP,2003,0,1,2,0,0,0,0,0,0,0,0,3
MIZORAM,TOTAL,2003,5,9,3,0,0,0,0,0,0,0,0,17
NAGALAND,DIMAPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,KIPHIRE,2003,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,KOHIMA,2003,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,MOKOKCHUNG,2003,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,MON,2003,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,PEREN,2003,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,PHEK,2003,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,TUENSANG,2003,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,WOKHA,2003,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,ZUNHEBOTO,2003,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,TOTAL,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,ANGUL,2003,0,1,0,0,0,0,0,0,0,0,0,1
ODISHA,BALASORE,2003,0,0,0,0,0,0,0,0,0,0,8,8
ODISHA,BARAGARH,2003,0,2,0,0,0,0,0,0,0,0,0,2
ODISHA,BERHAMPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,BHADRAK,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,BOLANGIR,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,BOUDH,2003,0,0,1,0,0,0,0,0,0,0,0,1
ODISHA,CUTTACK,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,DEOGARH,2003,1,0,0,0,0,0,0,0,0,0,0,1
ODISHA,DHENKANAL,2003,2,0,0,0,0,0,0,0,0,0,0,2
ODISHA,GAJAPATI,2003,0,0,0,0,0,0,0,0,0,0,2,2
ODISHA,GANJAM,2003,1,0,0,0,0,0,0,0,0,0,25,26
ODISHA,JAGATSINGHPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,JAJPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,JHARSUGUDA,2003,5,4,1,0,0,0,0,0,0,0,0,10
ODISHA,KALAHANDI,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,KANDHAMAL,2003,1,3,0,0,0,0,0,0,0,0,0,4
ODISHA,KENDRAPARA,2003,0,0,0,0,0,0,0,0,0,0,1,1
ODISHA,KEONJHAR,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,KHURDA,2003,0,2,1,0,0,0,0,0,0,0,0,3
ODISHA,KORAPUT,2003,0,19,9,0,0,0,0,0,0,0,0,28
ODISHA,MALKANGIR,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,MAYURBHANJ,2003,0,3,6,0,0,0,4,0,0,0,2,15
ODISHA,NAYAGARH,2003,1,2,1,0,0,0,0,0,0,0,0,4
ODISHA,NOWRANGPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,NUAPADA,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,PURI,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,RAYAGADA,2003,0,8,0,0,0,0,0,0,0,0,2,10
ODISHA,ROURKELA,2003,0,1,0,0,0,0,0,0,0,0,0,1
ODISHA,SAMBALPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,SONEPUR,2003,0,0,0,0,1,0,0,0,0,0,0,1
ODISHA,SRP(CUTTACK),2003,0,1,2,0,0,0,0,0,0,0,0,3
ODISHA,SRP(ROURKELA),2003,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,SUNDARGARH,2003,4,9,4,0,0,0,0,0,0,0,0,17
ODISHA,TOTAL,2003,15,55,25,0,1,0,4,0,0,0,40,140
PUNJAB,AMRITSAR,2003,1,5,17,3,0,0,0,0,0,0,8,34
PUNJAB,BARNALA,2003,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,BATALA,2003,1,3,3,0,0,1,0,0,0,0,0,8
PUNJAB,BHATINDA,2003,4,5,8,0,0,1,0,0,0,0,0,18
PUNJAB,FARIDKOT,2003,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FATEHGARH SAHIB,2003,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FEROZEPUR,2003,0,0,0,0,0,0,0,0,0,1,0,1
PUNJAB,G.R.P,2003,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,GURDASPUR,2003,1,6,1,0,0,0,0,0,0,0,0,8
PUNJAB,HOSHIARPUR,2003,2,0,0,0,0,0,0,0,0,0,0,2
PUNJAB,JAGRAON,2003,0,3,1,0,0,0,0,0,0,0,1,5
PUNJAB,JALANDHAR,2003,4,3,0,0,0,0,0,0,0,0,0,7
PUNJAB,KAPURTHALA,2003,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,KHANNA,2003,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,LUDHIANA,2003,3,18,32,0,0,7,0,0,0,0,7,67
