area_name,year,group_name,sub_group_name,trial_of_violent_crimes_by_courts_by_confession,trial_of_violent_crimes_by_courts_by_trial,trial_of_violent_crimes_by_courts_total
Meghalaya,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,3,3
Mizoram,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,1,2
Nagaland,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,2,2
Odisha,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,308,308
Puducherry,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,2,2
Punjab,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,98,98
Rajasthan,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,743,744
Sikkim,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,1,1
Tamil Nadu,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,18,281,299
Tripura,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,24,24
Uttar Pradesh,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,1225,1225
Uttarakhand,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2,39,41
West Bengal,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,359,359
Andaman & Nicobar Islands,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,2,2
Andhra Pradesh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,471,471
Arunachal Pradesh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,2,2
Assam,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,24,408,432
Bihar,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,451,451
Chandigarh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,20,20
Chhattisgarh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,10,239,249
Dadra & Nagar Haveli,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,4,4
Delhi,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,127,127
Goa,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,5,5
Gujarat,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3,456,459
Haryana,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,207,207
Himachal Pradesh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,43,43
Jammu & Kashmir,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,219,219
Jharkhand,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,165,166
Karnataka,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,146,146
Kerala,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,51,51
Madhya Pradesh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,558,558
Maharashtra,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2,442,444
Manipur,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,2,2
Meghalaya,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,2,2
Mizoram,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,0,0
Nagaland,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,9,10
Odisha,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,315,315
Puducherry,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,6,6
Punjab,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,49,115,164
Rajasthan,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,650,650
Tamil Nadu,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2,270,272
Tripura,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,44,44
Uttar Pradesh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,1458,1459
Uttarakhand,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,35,35
West Bengal,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2,357,359
Andhra Pradesh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,417,417
Arunachal Pradesh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,12,12
Assam,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,42,422,464
Bihar,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,441,441
Chandigarh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,13,13
Chhattisgarh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,17,57,74
Dadra & Nagar Haveli,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,5,5
Delhi,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,66,66
Goa,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,3,3
Gujarat,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3,364,367
Haryana,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,143,143
Himachal Pradesh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,54,54
Jammu & Kashmir,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,219,219
Jharkhand,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,8,86,94
Karnataka,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,219,219
Kerala,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,52,52
Madhya Pradesh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,743,743
Maharashtra,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,414,415
Manipur,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,3,3
Meghalaya,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,3,3
Mizoram,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,0,0
Nagaland,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,38,38
Odisha,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,221,221
Puducherry,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,2,2
Punjab,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,87,87
Rajasthan,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,522,523
Tamil Nadu,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2,368,370
Tripura,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,43,43
Uttar Pradesh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,1364,1364
Uttarakhand,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,77,77
West Bengal,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,386,386
Andhra Pradesh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,507,507
Arunachal Pradesh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,8,8
Assam,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,51,578,629
Bihar,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,9,570,579
Chandigarh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,29,29
Chhattisgarh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,45,76,121
Dadra & Nagar Haveli,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,1,1
Daman & Diu,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,1,1
Delhi,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,111,111
Goa,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,2,2
Gujarat,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,4,457,461
Haryana,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,186,186
Himachal Pradesh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,38,38
Jammu & Kashmir,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,214,214
Jharkhand,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,157,158
Karnataka,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,152,152
Kerala,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,70,70
Madhya Pradesh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,635,635
Maharashtra,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,334,334
Manipur,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,1,1
Meghalaya,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,3,3
Mizoram,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,2,2
Nagaland,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,1,2
Odisha,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,279,279
Puducherry,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,2,2
Punjab,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,95,95
Rajasthan,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,577,577
Tamil Nadu,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,365,365
Tripura,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,20,20
Uttar Pradesh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,1742,1742
Uttarakhand,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,90,90
West Bengal,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,6,740,746
Andaman & Nicobar Islands,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,2,2
Andhra Pradesh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,556,556
Arunachal Pradesh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,5,5
Assam,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,79,746,825
Bihar,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,676,676
Chandigarh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,26,26
Chhattisgarh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,16,51,67
Dadra & Nagar Haveli,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,3,3
Delhi,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,106,106
Goa,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,4,4
Gujarat,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,10,322,332
Haryana,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,220,220
Himachal Pradesh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,37,37
Jammu & Kashmir,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,280,280
Jharkhand,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,422,423
Karnataka,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,151,151
Kerala,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,65,65
Madhya Pradesh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,596,596
Maharashtra,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,345,345
Manipur,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,5,5
Meghalaya,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,5,5
Mizoram,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,0,0
Nagaland,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,2,2
Odisha,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,201,201
Puducherry,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,5,5
Punjab,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,103,103
Rajasthan,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,460,460
Tamil Nadu,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,4,375,379
Tripura,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,9,9
Uttar Pradesh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,1664,1664
Uttarakhand,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,68,68
West Bengal,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,453,453
Andaman & Nicobar Islands,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,1,1
Andhra Pradesh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,610,610
Arunachal Pradesh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,8,8
Assam,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,55,412,467
Bihar,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,613,613
Chandigarh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,30,30
Chhattisgarh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,23,91,114
Dadra & Nagar Haveli,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,1,1
Daman & Diu,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,0,0
Delhi,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,154,154
Goa,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,6,6
Gujarat,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,9,357,366
Haryana,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,242,242
Himachal Pradesh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,41,41
Jammu & Kashmir,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,243,243
Jharkhand,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,21,273,294
Karnataka,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,14,189,203
Kerala,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,106,106
Madhya Pradesh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,658,658
Maharashtra,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3,448,451
Manipur,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,0,0
Meghalaya,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,4,4
Mizoram,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,0,0
Nagaland,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,5,5
Odisha,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,349,349
Puducherry,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,4,4
Punjab,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,110,110
Rajasthan,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,396,396
Sikkim,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,2,2
Tamil Nadu,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,486,487
Tripura,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,30,30
Uttar Pradesh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,2218,2218
Uttarakhand,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,88,88
West Bengal,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,476,476
Andaman & Nicobar Islands,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,2,2
Andhra Pradesh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,794,794
Arunachal Pradesh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,9,9
Assam,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,45,351,396
Bihar,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,640,640
Chandigarh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,24,24
Chhattisgarh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,40,81,121
Dadra & Nagar Haveli,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,3,3
Delhi,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,12,138,150
Goa,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,12,12
Gujarat,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,5,331,336
Haryana,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,284,284
Himachal Pradesh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,44,44
Jammu & Kashmir,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,381,381
Jharkhand,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,423,424
Karnataka,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,8,133,141
Kerala,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,89,89
Madhya Pradesh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,406,406
Maharashtra,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,323,323
Manipur,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,0,0
Meghalaya,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,13,13
Mizoram,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,,1
Nagaland,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,1,1
Odisha,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,276,276
Puducherry,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,3,3
Punjab,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,192,192
Sikkim,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,4,4
Tamil Nadu,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,301,302
Tripura,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,38,38
Uttar Pradesh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,2495,2495
Uttarakhand,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,83,83
West Bengal,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3,397,400
Andhra Pradesh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,824,824
Arunachal Pradesh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,4,4
Assam,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,63,552,615
Bihar,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,689,689
Chandigarh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,14,14
Chhattisgarh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,36,109,145
Dadra & Nagar Haveli,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,3,3
Delhi,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,25,201,226
Goa,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,9,9
Gujarat,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,18,383,401
Haryana,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,350,350
Himachal Pradesh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,33,33
Jammu & Kashmir,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,255,255
Jharkhand,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,376,376
Karnataka,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2,198,200
Kerala,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,76,76
Madhya Pradesh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,641,641
Maharashtra,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,387,387
Manipur,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,2,2
Meghalaya,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,6,6
Mizoram,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,0,0
Nagaland,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1,13,14
Odisha,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0,402,402
Puducherry,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,5,5
Punjab,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,170,170
Rajasthan,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,372,372
Sikkim,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,2,2
Tamil Nadu,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,6,423,429
Tripura,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,36,36
Uttar Pradesh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,3052,3052
Uttarakhand,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,,93,93
West Bengal,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,7,383,390
Andaman & Nicobar Islands,2001,TVC- Murder,01. Murder,,11,11
Andhra Pradesh,2001,TVC- Murder,01. Murder,0,1827,1827
Arunachal Pradesh,2001,TVC- Murder,01. Murder,0,16,16
Assam,2001,TVC- Murder,01. Murder,49,811,860
Bihar,2001,TVC- Murder,01. Murder,4,1620,1624
Chandigarh,2001,TVC- Murder,01. Murder,0,9,9
Chhattisgarh,2001,TVC- Murder,01. Murder,313,377,690
Dadra & Nagar Haveli,2001,TVC- Murder,01. Murder,,7,7
Delhi,2001,TVC- Murder,01. Murder,21,76,97
Goa,2001,TVC- Murder,01. Murder,,59,59
Gujarat,2001,TVC- Murder,01. Murder,13,651,664
Haryana,2001,TVC- Murder,01. Murder,12,629,641
Himachal Pradesh,2001,TVC- Murder,01. Murder,0,88,88
Jammu & Kashmir,2001,TVC- Murder,01. Murder,0,145,145
Jharkhand,2001,TVC- Murder,01. Murder,12,716,728
Karnataka,2001,TVC- Murder,01. Murder,0,1297,1297
Kerala,2001,TVC- Murder,01. Murder,6,158,164
Madhya Pradesh,2001,TVC- Murder,01. Murder,0,2348,2348
Maharashtra,2001,TVC- Murder,01. Murder,12,1691,1703
