area_name,year,group_name,sub_group_name,cases_property_recovered,cases_property_stolen,value_of_property_recovered,value_of_property_stolen
Haryana,2005,Other heads of Property,6. Other Property,483,556,442433920,443888058
Himachal Pradesh,2005,Other heads of Property,6. Other Property,32,70,1014313,1515813
Jammu & Kashmir,2005,Other heads of Property,6. Other Property,0,0,0,0
Jharkhand,2005,Other heads of Property,6. Other Property,65,146,796738,3645428
Karnataka,2005,Other heads of Property,6. Other Property,121,347,4547720,922944183
Kerala,2005,Other heads of Property,6. Other Property,203,894,335580,84827700
Lakshadweep,2005,Other heads of Property,6. Other Property,0,0,0,0
Madhya Pradesh,2005,Other heads of Property,6. Other Property,242,646,3372675,14183206
Maharashtra,2005,Other heads of Property,6. Other Property,1492,4205,54852176,1942171368
Manipur,2005,Other heads of Property,6. Other Property,1,20,30000,12380292
Meghalaya,2005,Other heads of Property,6. Other Property,7,19,1888600,2048600
Mizoram,2005,Other heads of Property,6. Other Property,27,32,562615,797650
Nagaland,2005,Other heads of Property,6. Other Property,9,13,135535,1381361
Odisha,2005,Other heads of Property,6. Other Property,4,34,404301,3986000
Puducherry,2005,Other heads of Property,6. Other Property,1,2,15000,19500
Punjab,2005,Other heads of Property,6. Other Property,430,430,62324357,62324357
Rajasthan,2005,Other heads of Property,6. Other Property,303,678,8997411,14655640
Sikkim,2005,Other heads of Property,6. Other Property,0,0,0,0
Tamil Nadu,2005,Other heads of Property,6. Other Property,55,74,3667741,8564917
Tripura,2005,Other heads of Property,6. Other Property,1,30,5000,466430
Uttar Pradesh,2005,Other heads of Property,6. Other Property,478,398,133239605,58229810
Uttarakhand,2005,Other heads of Property,6. Other Property,0,0,0,0
West Bengal,2005,Other heads of Property,6. Other Property,678,1420,25154150,130840452
Andaman & Nicobar Islands,2006,Other heads of Property,6. Other Property,0,0,0,0
Andhra Pradesh,2006,Other heads of Property,6. Other Property,121,196,5074077,8118944
Arunachal Pradesh,2006,Other heads of Property,6. Other Property,5,16,460300,2521560
Assam,2006,Other heads of Property,6. Other Property,253,528,8789919,12511377
Bihar,2006,Other heads of Property,6. Other Property,369,831,3705035,15871447
Chandigarh,2006,Other heads of Property,6. Other Property,73,131,506830,1658915
Chhattisgarh,2006,Other heads of Property,6. Other Property,119,190,8166953,29934621
Dadra & Nagar Haveli,2006,Other heads of Property,6. Other Property,1,10,1500,4004100
Daman & Diu,2006,Other heads of Property,6. Other Property,0,3,0,53000
Delhi,2006,Other heads of Property,6. Other Property,2197,3596,11007770,1090188152
Goa,2006,Other heads of Property,6. Other Property,2,37,210000,62634507
Gujarat,2006,Other heads of Property,6. Other Property,722,1193,11501866,318593513
Haryana,2006,Other heads of Property,6. Other Property,557,669,22351111,24550879
Himachal Pradesh,2006,Other heads of Property,6. Other Property,33,54,1124739,3772554
Jammu & Kashmir,2006,Other heads of Property,6. Other Property,0,0,0,0
Jharkhand,2006,Other heads of Property,6. Other Property,108,426,4030873,11524001
Karnataka,2006,Other heads of Property,6. Other Property,70,367,16481479,64316165
Kerala,2006,Other heads of Property,6. Other Property,72,606,7654935,124937068
Lakshadweep,2006,Other heads of Property,6. Other Property,0,0,0,0
Madhya Pradesh,2006,Other heads of Property,6. Other Property,427,859,36884131,346561205
Maharashtra,2006,Other heads of Property,6. Other Property,1775,4189,173366171,2545626471
Manipur,2006,Other heads of Property,6. Other Property,17,151,819105,10188437
Meghalaya,2006,Other heads of Property,6. Other Property,1,10,2000,535365
Mizoram,2006,Other heads of Property,6. Other Property,8,14,468916,1563534
Nagaland,2006,Other heads of Property,6. Other Property,3,6,7380,579750
Odisha,2006,Other heads of Property,6. Other Property,10,93,12100,2004759
Puducherry,2006,Other heads of Property,6. Other Property,1,2,4000,5000
Punjab,2006,Other heads of Property,6. Other Property,711,715,64220875,64632630
Rajasthan,2006,Other heads of Property,6. Other Property,261,442,14847930,16076190
Sikkim,2006,Other heads of Property,6. Other Property,0,0,0,0
Tamil Nadu,2006,Other heads of Property,6. Other Property,135,160,3397030,5327720
Tripura,2006,Other heads of Property,6. Other Property,56,212,914744,5562719
Uttar Pradesh,2006,Other heads of Property,6. Other Property,363,364,460283457,67459510
Uttarakhand,2006,Other heads of Property,6. Other Property,0,0,0,0
West Bengal,2006,Other heads of Property,6. Other Property,744,1466,24807456,157963244
Andaman & Nicobar Islands,2007,Other heads of Property,6. Other Property,0,0,0,0
Andhra Pradesh,2007,Other heads of Property,6. Other Property,180,254,6778955,10106418
Arunachal Pradesh,2007,Other heads of Property,6. Other Property,4,11,337278,2685300
Assam,2007,Other heads of Property,6. Other Property,361,6004,6710027,19121023
Bihar,2007,Other heads of Property,6. Other Property,303,658,1736766,6726001
Chandigarh,2007,Other heads of Property,6. Other Property,84,193,1276650,2056850
Chhattisgarh,2007,Other heads of Property,6. Other Property,96,142,10164727,33859629
Dadra & Nagar Haveli,2007,Other heads of Property,6. Other Property,6,10,817100,9283740
Daman & Diu,2007,Other heads of Property,6. Other Property,2,6,2500000,14190170
Delhi,2007,Other heads of Property,6. Other Property,1103,3579,7430712,575442815
Goa,2007,Other heads of Property,6. Other Property,4,36,800000,17113459
Gujarat,2007,Other heads of Property,6. Other Property,621,999,97197058,260363423
Haryana,2007,Other heads of Property,6. Other Property,598,941,40616070,43645570
Himachal Pradesh,2007,Other heads of Property,6. Other Property,28,75,1924282,5003543
Jammu & Kashmir,2007,Other heads of Property,6. Other Property,144,418,16184960,24082304
Jharkhand,2007,Other heads of Property,6. Other Property,33,188,235289,2195421
Karnataka,2007,Other heads of Property,6. Other Property,120,606,20537339,98303525
Kerala,2007,Other heads of Property,6. Other Property,104,2665,8630620,614644393
Lakshadweep,2007,Other heads of Property,6. Other Property,0,4,0,606600
Madhya Pradesh,2007,Other heads of Property,6. Other Property,321,798,34272324,49994761
Maharashtra,2007,Other heads of Property,6. Other Property,1931,4578,219124280,3722992640
Manipur,2007,Other heads of Property,6. Other Property,0,336,0,86479455
Meghalaya,2007,Other heads of Property,6. Other Property,14,32,580180,3073649
Mizoram,2007,Other heads of Property,6. Other Property,63,102,261375,1913576
Nagaland,2007,Other heads of Property,6. Other Property,6,8,366020,378820
Odisha,2007,Other heads of Property,6. Other Property,90,1203,1227450,7112169
Puducherry,2007,Other heads of Property,6. Other Property,1,3,30000,63500
Punjab,2007,Other heads of Property,6. Other Property,953,938,104360606,87114741
Rajasthan,2007,Other heads of Property,6. Other Property,491,946,14702380,14906304
Sikkim,2007,Other heads of Property,6. Other Property,0,0,0,0
Tamil Nadu,2007,Other heads of Property,6. Other Property,89,102,28857230,29492832
Tripura,2007,Other heads of Property,6. Other Property,3,20,3000,616290
Uttar Pradesh,2007,Other heads of Property,6. Other Property,543,556,43181964,32157305
Uttarakhand,2007,Other heads of Property,6. Other Property,0,0,0,0
West Bengal,2007,Other heads of Property,6. Other Property,501,1889,40566051,183697256
Andaman & Nicobar Islands,2008,Other heads of Property,6. Other Property,0,0,0,0
Andhra Pradesh,2008,Other heads of Property,6. Other Property,462,663,11240147,15869126
Arunachal Pradesh,2008,Other heads of Property,6. Other Property,28,45,968788,3065118
Assam,2008,Other heads of Property,6. Other Property,410,1177,2440807,34446017
Bihar,2008,Other heads of Property,6. Other Property,216,1074,2395329,6880918
Chandigarh,2008,Other heads of Property,6. Other Property,105,220,927350,1843350
Chhattisgarh,2008,Other heads of Property,6. Other Property,81,150,2609081,39082066
Dadra & Nagar Haveli,2008,Other heads of Property,6. Other Property,13,24,43139,8736993
Daman & Diu,2008,Other heads of Property,6. Other Property,1,3,2000,119945
Delhi,2008,Other heads of Property,6. Other Property,833,2870,10692781,2136265505
Goa,2008,Other heads of Property,6. Other Property,1,70,90000,24862812
Gujarat,2008,Other heads of Property,6. Other Property,466,887,30324325,592715720
Haryana,2008,Other heads of Property,6. Other Property,713,986,77331388,88346009
Himachal Pradesh,2008,Other heads of Property,6. Other Property,10,72,508928,6447364
Jammu & Kashmir,2008,Other heads of Property,6. Other Property,104,202,2221628,4994228
Jharkhand,2008,Other heads of Property,6. Other Property,11,156,163278,65180831
Karnataka,2008,Other heads of Property,6. Other Property,124,503,13801698,183239049
Kerala,2008,Other heads of Property,6. Other Property,71,2329,12278375,949465280
Lakshadweep,2008,Other heads of Property,6. Other Property,0,0,0,0
Madhya Pradesh,2008,Other heads of Property,6. Other Property,261,569,11981693,30516184
Maharashtra,2008,Other heads of Property,6. Other Property,1865,5195,169153533,6869549940
Manipur,2008,Other heads of Property,6. Other Property,2,356,205000,53132017
Meghalaya,2008,Other heads of Property,6. Other Property,56,275,1249922,6725357
Mizoram,2008,Other heads of Property,6. Other Property,31,47,212079,248375
Nagaland,2008,Other heads of Property,6. Other Property,3,5,157000,290100
Odisha,2008,Other heads of Property,6. Other Property,37,90,328106,30397944
Puducherry,2008,Other heads of Property,6. Other Property,2,2,648000,648000
Punjab,2008,Other heads of Property,6. Other Property,1206,1110,131451059,123509958
Rajasthan,2008,Other heads of Property,6. Other Property,85,182,25080921,84676988
Sikkim,2008,Other heads of Property,6. Other Property,0,0,0,0
Tamil Nadu,2008,Other heads of Property,6. Other Property,98,105,7620130,9032620
Tripura,2008,Other heads of Property,6. Other Property,6,35,14500,1236670
Uttar Pradesh,2008,Other heads of Property,6. Other Property,251,264,28613191,30974385
Uttarakhand,2008,Other heads of Property,6. Other Property,0,0,0,0
West Bengal,2008,Other heads of Property,6. Other Property,762,2363,34482235,248753009
Andaman & Nicobar Islands,2009,Other heads of Property,6. Other Property,0,0,0,0
Andhra Pradesh,2009,Other heads of Property,6. Other Property,314,435,10791957,18529965
Arunachal Pradesh,2009,Other heads of Property,6. Other Property,5,20,24090,3686341
Assam,2009,Other heads of Property,6. Other Property,251,763,5946862,6131307
Bihar,2009,Other heads of Property,6. Other Property,316,1068,1211610,6238416
Chandigarh,2009,Other heads of Property,6. Other Property,88,234,1761715,3171735
Chhattisgarh,2009,Other heads of Property,6. Other Property,114,155,3455856,34430697
Dadra & Nagar Haveli,2009,Other heads of Property,6. Other Property,13,20,675438,22730924
Daman & Diu,2009,Other heads of Property,6. Other Property,0,0,0,0
Delhi,2009,Other heads of Property,6. Other Property,988,2345,22706337,5259938376
Goa,2009,Other heads of Property,6. Other Property,6,40,493900,59503271
Gujarat,2009,Other heads of Property,6. Other Property,399,806,12177589,426017436
Haryana,2009,Other heads of Property,6. Other Property,660,1013,36929964,54588481
Himachal Pradesh,2009,Other heads of Property,6. Other Property,18,92,3134411,169516316
Jammu & Kashmir,2009,Other heads of Property,6. Other Property,73,176,5744842,11205249
Jharkhand,2009,Other heads of Property,6. Other Property,54,247,3994020,11102495
Karnataka,2009,Other heads of Property,6. Other Property,370,883,27564698,120128314
Kerala,2009,Other heads of Property,6. Other Property,264,2365,23524130,1932069078
Lakshadweep,2009,Other heads of Property,6. Other Property,8,44,200000,2000000
Madhya Pradesh,2009,Other heads of Property,6. Other Property,345,768,12779636,40897249
Maharashtra,2009,Other heads of Property,6. Other Property,2112,5599,197492637,6529451820
Manipur,2009,Other heads of Property,6. Other Property,15,213,46864870,87124859
Meghalaya,2009,Other heads of Property,6. Other Property,10,79,54020,2657764
Mizoram,2009,Other heads of Property,6. Other Property,27,35,385847,2974949
Nagaland,2009,Other heads of Property,6. Other Property,11,235,2807050,10853546
Odisha,2009,Other heads of Property,6. Other Property,17,155,1466800,2005631179
Puducherry,2009,Other heads of Property,6. Other Property,2,2,55000,55000
Punjab,2009,Other heads of Property,6. Other Property,1253,1176,225129746,158140937
Rajasthan,2009,Other heads of Property,6. Other Property,93,163,19567565,20878815
Sikkim,2009,Other heads of Property,6. Other Property,0,0,0,0
Tamil Nadu,2009,Other heads of Property,6. Other Property,96,111,22522840,35680580
Tripura,2009,Other heads of Property,6. Other Property,4,45,80000,184900
Uttar Pradesh,2009,Other heads of Property,6. Other Property,195,222,25674264,32643216
Uttarakhand,2009,Other heads of Property,6. Other Property,0,0,0,0
West Bengal,2009,Other heads of Property,6. Other Property,1048,2263,55555560,233499642
Andaman & Nicobar Islands,2010,Other heads of Property,6. Other Property,0,0,0,0
Andhra Pradesh,2010,Other heads of Property,6. Other Property,96,840,7695160,19092260
Arunachal Pradesh,2010,Other heads of Property,6. Other Property,6,32,995920,22043117
Assam,2010,Other heads of Property,6. Other Property,105,474,4982729,15131265
Bihar,2010,Other heads of Property,6. Other Property,136,493,792981,7947645
Chandigarh,2010,Other heads of Property,6. Other Property,109,243,2512830,4040770
Chhattisgarh,2010,Other heads of Property,6. Other Property,101,183,9899802,39538454
Dadra & Nagar Haveli,2010,Other heads of Property,6. Other Property,9,18,726371,15700213
Daman & Diu,2010,Other heads of Property,6. Other Property,0,1,0,0
Delhi,2010,Other heads of Property,6. Other Property,1015,2624,41903655,2206442274
Goa,2010,Other heads of Property,6. Other Property,7,39,209800,42276054
Gujarat,2010,Other heads of Property,6. Other Property,344,720,36179589,1419805631
Haryana,2010,Other heads of Property,6. Other Property,725,1214,39807090,50782590
Himachal Pradesh,2010,Other heads of Property,6. Other Property,14,45,253281,6821835
Jammu & Kashmir,2010,Other heads of Property,6. Other Property,6,6,34400,48400
Jharkhand,2010,Other heads of Property,6. Other Property,96,428,5478349,9059363
Karnataka,2010,Other heads of Property,6. Other Property,380,964,35103094,241760506
Kerala,2010,Other heads of Property,6. Other Property,435,2590,16092319,1736686318
Lakshadweep,2010,Other heads of Property,6. Other Property,0,0,0,0
Madhya Pradesh,2010,Other heads of Property,6. Other Property,283,539,13637112,36911088
Maharashtra,2010,Other heads of Property,6. Other Property,2788,6319,639564691,4924287590
Manipur,2010,Other heads of Property,6. Other Property,4,156,520900,36640648
Meghalaya,2010,Other heads of Property,6. Other Property,8,27,2088045,10211350
Mizoram,2010,Other heads of Property,6. Other Property,69,89,3590368,4130193
Nagaland,2010,Other heads of Property,6. Other Property,25,272,3617770,127477897
Odisha,2010,Other heads of Property,6. Other Property,71,188,1739150,37664304
Puducherry,2010,Other heads of Property,6. Other Property,0,0,0,0
Punjab,2010,Other heads of Property,6. Other Property,1353,1273,275843347,170875500
Rajasthan,2010,Other heads of Property,6. Other Property,1462,1568,36603145,37158031
Sikkim,2010,Other heads of Property,6. Other Property,0,0,0,0
Tamil Nadu,2010,Other heads of Property,6. Other Property,139,153,31084802,32797329
Tripura,2010,Other heads of Property,6. Other Property,9,129,75200,3085108
Uttar Pradesh,2010,Other heads of Property,6. Other Property,462,467,41235704,52327343
Uttarakhand,2010,Other heads of Property,6. Other Property,0,0,0,0
West Bengal,2010,Other heads of Property,6. Other Property,457,1900,331606182,1092202860
Andaman & Nicobar Islands,2001,Robbery - Property,2. Robbery,2,4,2000,40000
Andhra Pradesh,2001,Robbery - Property,2. Robbery,293,622,7149310,22872277
Arunachal Pradesh,2001,Robbery - Property,2. Robbery,30,84,1436973,2535439
Assam,2001,Robbery - Property,2. Robbery,146,687,3773502,16336928
Bihar,2001,Robbery - Property,2. Robbery,441,2201,12827627,51594151
Chandigarh,2001,Robbery - Property,2. Robbery,15,22,539910,727030
Chhattisgarh,2001,Robbery - Property,2. Robbery,183,338,1697760,4322038
Dadra & Nagar Haveli,2001,Robbery - Property,2. Robbery,2,2,682575,682575
Daman & Diu,2001,Robbery - Property,2. Robbery,0,0,0,0
Delhi,2001,Robbery - Property,2. Robbery,262,624,5933935,66339228
Goa,2001,Robbery - Property,2. Robbery,11,24,640780,2045375
Gujarat,2001,Robbery - Property,2. Robbery,412,953,14124938,40522333
Haryana,2001,Robbery - Property,2. Robbery,276,391,26308703,38952335
Himachal Pradesh,2001,Robbery - Property,2. Robbery,13,26,1179562,1864105
Jammu & Kashmir,2001,Robbery - Property,2. Robbery,40,161,5111430,10121303
Jharkhand,2001,Robbery - Property,2. Robbery,109,469,2759884,12858130
Karnataka,2001,Robbery - Property,2. Robbery,382,847,11218599,30204787
Kerala,2001,Robbery - Property,2. Robbery,209,472,7242012,15196285
Lakshadweep,2001,Robbery - Property,2. Robbery,0,0,0,0
Madhya Pradesh,2001,Robbery - Property,2. Robbery,1003,1764,25960868,49184881
Maharashtra,2001,Robbery - Property,2. Robbery,1200,2175,43271048,153330905
Manipur,2001,Robbery - Property,2. Robbery,3,19,700000,2390134
Meghalaya,2001,Robbery - Property,2. Robbery,20,125,434700,2758872
Mizoram,2001,Robbery - Property,2. Robbery,5,11,588220,795120
Nagaland,2001,Robbery - Property,2. Robbery,17,71,1700680,8088871
Odisha,2001,Robbery - Property,2. Robbery,494,950,7436388,25937159
Puducherry,2001,Robbery - Property,2. Robbery,3,4,304750,346750
Punjab,2001,Robbery - Property,2. Robbery,80,131,2312303,11610516
Rajasthan,2001,Robbery - Property,2. Robbery,457,752,29511059,40020195
Sikkim,2001,Robbery - Property,2. Robbery,1,2,600,3600
Tamil Nadu,2001,Robbery - Property,2. Robbery,456,670,13196427,30834377
Tripura,2001,Robbery - Property,2. Robbery,6,63,13650,697030
Uttar Pradesh,2001,Robbery - Property,2. Robbery,1216,3090,72522868,180684922
Uttarakhand,2001,Robbery - Property,2. Robbery,73,191,2195628,6580931
West Bengal,2001,Robbery - Property,2. Robbery,199,660,8666704,26486786
Andaman & Nicobar Islands,2002,Robbery - Property,2. Robbery,6,7,39350,49300
Andhra Pradesh,2002,Robbery - Property,2. Robbery,294,635,7182440,19471642
Arunachal Pradesh,2002,Robbery - Property,2. Robbery,21,96,761480,2330807
Assam,2002,Robbery - Property,2. Robbery,168,607,3675228,13045262
Bihar,2002,Robbery - Property,2. Robbery,422,2287,12998075,54116436
Chandigarh,2002,Robbery - Property,2. Robbery,18,26,251775,550841
Chhattisgarh,2002,Robbery - Property,2. Robbery,182,326,2813675,8264774
Dadra & Nagar Haveli,2002,Robbery - Property,2. Robbery,0,1,0,282000
Daman & Diu,2002,Robbery - Property,2. Robbery,0,1,0,16000
Delhi,2002,Robbery - Property,2. Robbery,378,502,5050032,54816824
Goa,2002,Robbery - Property,2. Robbery,11,22,170410,410810
Gujarat,2002,Robbery - Property,2. Robbery,454,1069,12152390,50444547
Haryana,2002,Robbery - Property,2. Robbery,249,330,33922016,50342798
Himachal Pradesh,2002,Robbery - Property,2. Robbery,6,15,447385,1071889
Jammu & Kashmir,2002,Robbery - Property,2. Robbery,35,163,2296950,7267872
Jharkhand,2002,Robbery - Property,2. Robbery,181,780,3638064,32622977
Karnataka,2002,Robbery - Property,2. Robbery,481,972,24363079,41269439
Kerala,2002,Robbery - Property,2. Robbery,243,590,6487034,22038343
Lakshadweep,2002,Robbery - Property,2. Robbery,0,0,0,0
Madhya Pradesh,2002,Robbery - Property,2. Robbery,1027,1829,34598627,57782600
Maharashtra,2002,Robbery - Property,2. Robbery,1076,2091,45786648,149006609
Manipur,2002,Robbery - Property,2. Robbery,0,6,0,29590
Meghalaya,2002,Robbery - Property,2. Robbery,20,109,1197902,3251058
Mizoram,2002,Robbery - Property,2. Robbery,4,7,10300,60300
Nagaland,2002,Robbery - Property,2. Robbery,31,108,695100,8262108
Odisha,2002,Robbery - Property,2. Robbery,507,934,12824154,27674656
Puducherry,2002,Robbery - Property,2. Robbery,4,6,419000,422500
Punjab,2002,Robbery - Property,2. Robbery,85,110,8414860,22285131
Rajasthan,2002,Robbery - Property,2. Robbery,385,637,42233688,52670735
Sikkim,2002,Robbery - Property,2. Robbery,3,4,221000,340000
Tamil Nadu,2002,Robbery - Property,2. Robbery,480,651,16282971,27693907
Tripura,2002,Robbery - Property,2. Robbery,11,56,46994,563926
Uttar Pradesh,2002,Robbery - Property,2. Robbery,1003,2232,78069816,129946060
Uttarakhand,2002,Robbery - Property,2. Robbery,71,161,1579170,6573445
West Bengal,2002,Robbery - Property,2. Robbery,195,544,8759272,26993643
Andaman & Nicobar Islands,2003,Robbery - Property,2. Robbery,6,7,162350,345920
Andhra Pradesh,2003,Robbery - Property,2. Robbery,326,640,7626468,22343329
Arunachal Pradesh,2003,Robbery - Property,2. Robbery,13,60,229759,1282310
Assam,2003,Robbery - Property,2. Robbery,117,523,4226116,16001672
Bihar,2003,Robbery - Property,2. Robbery,339,2463,9698161,58856998
Chandigarh,2003,Robbery - Property,2. Robbery,8,12,632340,750340
Chhattisgarh,2003,Robbery - Property,2. Robbery,174,331,3282493,8703914
Dadra & Nagar Haveli,2003,Robbery - Property,2. Robbery,6,6,334000,337200
Daman & Diu,2003,Robbery - Property,2. Robbery,0,1,0,0
Delhi,2003,Robbery - Property,2. Robbery,350,441,4116700,40780214
Goa,2003,Robbery - Property,2. Robbery,11,21,79510,871350
Gujarat,2003,Robbery - Property,2. Robbery,508,1241,16642701,48163574
Haryana,2003,Robbery - Property,2. Robbery,216,281,21237086,35450325
Himachal Pradesh,2003,Robbery - Property,2. Robbery,8,17,853710,1817690
Jammu & Kashmir,2003,Robbery - Property,2. Robbery,43,154,4026030,10230764
Jharkhand,2003,Robbery - Property,2. Robbery,214,808,4350709,17199569
Karnataka,2003,Robbery - Property,2. Robbery,426,861,11495351,25799254
Kerala,2003,Robbery - Property,2. Robbery,263,574,8815820,15669137
Lakshadweep,2003,Robbery - Property,2. Robbery,0,0,0,0
Madhya Pradesh,2003,Robbery - Property,2. Robbery,899,1577,45683930,70386234
Maharashtra,2003,Robbery - Property,2. Robbery,1072,2054,35878422,135808903
Manipur,2003,Robbery - Property,2. Robbery,1,6,2600,1253600
Meghalaya,2003,Robbery - Property,2. Robbery,9,133,232500,962084
Mizoram,2003,Robbery - Property,2. Robbery,14,21,111087,142740
Nagaland,2003,Robbery - Property,2. Robbery,14,78,322326,917826
Odisha,2003,Robbery - Property,2. Robbery,518,864,11007786,20192140
Puducherry,2003,Robbery - Property,2. Robbery,8,11,296550,376950
Punjab,2003,Robbery - Property,2. Robbery,64,108,4831944,15369559
Rajasthan,2003,Robbery - Property,2. Robbery,342,579,26645352,64963801
Sikkim,2003,Robbery - Property,2. Robbery,1,3,65000,1857000
Tamil Nadu,2003,Robbery - Property,2. Robbery,406,514,20138103,31734288
Tripura,2003,Robbery - Property,2. Robbery,13,69,64820,920140
Uttar Pradesh,2003,Robbery - Property,2. Robbery,768,1526,57737540,116065877
Uttarakhand,2003,Robbery - Property,2. Robbery,80,140,3444896,7871942
West Bengal,2003,Robbery - Property,2. Robbery,237,598,8650756,25410123
Andaman & Nicobar Islands,2004,Robbery - Property,2. Robbery,2,3,62000,62000
Andhra Pradesh,2004,Robbery - Property,2. Robbery,275,563,11176441,22674264
Arunachal Pradesh,2004,Robbery - Property,2. Robbery,12,45,355334,953041
Assam,2004,Robbery - Property,2. Robbery,113,505,3026409,12619548
Bihar,2004,Robbery - Property,2. Robbery,417,2986,21554308,99789799
Chandigarh,2004,Robbery - Property,2. Robbery,6,6,213500,213500
Chhattisgarh,2004,Robbery - Property,2. Robbery,211,363,2743037,7373791
Dadra & Nagar Haveli,2004,Robbery - Property,2. Robbery,1,2,300000,423000
Daman & Diu,2004,Robbery - Property,2. Robbery,1,1,100000,100000
Delhi,2004,Robbery - Property,2. Robbery,394,461,6477132,447757606
Goa,2004,Robbery - Property,2. Robbery,8,17,428500,1095580
Gujarat,2004,Robbery - Property,2. Robbery,545,1113,29490474,101969124
Haryana,2004,Robbery - Property,2. Robbery,183,244,26742282,38088024
Himachal Pradesh,2004,Robbery - Property,2. Robbery,11,20,708452,1867003
Jammu & Kashmir,2004,Robbery - Property,2. Robbery,45,129,4988990,8646245
Jharkhand,2004,Robbery - Property,2. Robbery,181,780,3638064,32622977
Karnataka,2004,Robbery - Property,2. Robbery,444,1024,22060214,50277676
Kerala,2004,Robbery - Property,2. Robbery,287,606,5816571,18106829
Lakshadweep,2004,Robbery - Property,2. Robbery,0,0,0,0
Madhya Pradesh,2004,Robbery - Property,2. Robbery,957,1526,38859520,71765279
Maharashtra,2004,Robbery - Property,2. Robbery,1096,2162,38418904,167819863
Manipur,2004,Robbery - Property,2. Robbery,0,3,0,197000
Meghalaya,2004,Robbery - Property,2. Robbery,17,73,314120,873080
Mizoram,2004,Robbery - Property,2. Robbery,4,6,30500,32700
Nagaland,2004,Robbery - Property,2. Robbery,3,27,6200,2707263
Odisha,2004,Robbery - Property,2. Robbery,502,952,12041389,24510172
Puducherry,2004,Robbery - Property,2. Robbery,1,1,4600,4600
Punjab,2004,Robbery - Property,2. Robbery,51,78,7235710,18465131
Rajasthan,2004,Robbery - Property,2. Robbery,341,611,29595467,39917624
Sikkim,2004,Robbery - Property,2. Robbery,0,5,0,133000
Tamil Nadu,2004,Robbery - Property,2. Robbery,367,464,14462038,20762642
Tripura,2004,Robbery - Property,2. Robbery,12,46,193175,818007
Uttar Pradesh,2004,Robbery - Property,2. Robbery,992,2022,106136689,186663110
Uttarakhand,2004,Robbery - Property,2. Robbery,61,134,2925745,6411727
West Bengal,2004,Robbery - Property,2. Robbery,205,535,8811553,24286195
Andaman & Nicobar Islands,2005,Robbery - Property,2. Robbery,4,4,44840,44840
Andhra Pradesh,2005,Robbery - Property,2. Robbery,358,784,11824646,29807447
Arunachal Pradesh,2005,Robbery - Property,2. Robbery,27,77,545199,1668677
Assam,2005,Robbery - Property,2. Robbery,114,451,2836984,13050733
Bihar,2005,Robbery - Property,2. Robbery,439,2374,17663039,65234508
Chandigarh,2005,Robbery - Property,2. Robbery,10,12,1039650,1085150
Chhattisgarh,2005,Robbery - Property,2. Robbery,217,401,3840349,10051593
Dadra & Nagar Haveli,2005,Robbery - Property,2. Robbery,2,2,75000,75000
Daman & Diu,2005,Robbery - Property,2. Robbery,0,0,0,0
Delhi,2005,Robbery - Property,2. Robbery,450,510,6965983,41203747
Goa,2005,Robbery - Property,2. Robbery,12,25,1248880,3378441
Gujarat,2005,Robbery - Property,2. Robbery,523,935,23294791,60100567
Haryana,2005,Robbery - Property,2. Robbery,280,374,41194198,60538254
Himachal Pradesh,2005,Robbery - Property,2. Robbery,10,22,605113,1581207
Jammu & Kashmir,2005,Robbery - Property,2. Robbery,46,116,2173713,7010730
Jharkhand,2005,Robbery - Property,2. Robbery,163,698,4926094,21285370
Karnataka,2005,Robbery - Property,2. Robbery,671,1202,19082002,42655860
Kerala,2005,Robbery - Property,2. Robbery,233,544,6015450,25519168
Lakshadweep,2005,Robbery - Property,2. Robbery,0,0,0,0
Madhya Pradesh,2005,Robbery - Property,2. Robbery,909,1557,35834684,68609510
Maharashtra,2005,Robbery - Property,2. Robbery,1331,2362,44310345,130676723
Manipur,2005,Robbery - Property,2. Robbery,0,8,0,522270
Meghalaya,2005,Robbery - Property,2. Robbery,15,83,381120,1578747
Mizoram,2005,Robbery - Property,2. Robbery,1,6,300,16600
Nagaland,2005,Robbery - Property,2. Robbery,20,80,96175,1042890
Odisha,2005,Robbery - Property,2. Robbery,583,998,7942225,22663185
Puducherry,2005,Robbery - Property,2. Robbery,2,5,20740,798440
Punjab,2005,Robbery - Property,2. Robbery,71,85,15258540,27689697
Rajasthan,2005,Robbery - Property,2. Robbery,349,548,32373616,46054818
Sikkim,2005,Robbery - Property,2. Robbery,0,4,0,235000
Tamil Nadu,2005,Robbery - Property,2. Robbery,361,437,15226396,23283451
Tripura,2005,Robbery - Property,2. Robbery,10,61,297270,1036433
Uttar Pradesh,2005,Robbery - Property,2. Robbery,854,1621,64892746,147111016
Uttarakhand,2005,Robbery - Property,2. Robbery,59,138,4577845,8365375
West Bengal,2005,Robbery - Property,2. Robbery,154,426,4441585,13592390
Andaman & Nicobar Islands,2006,Robbery - Property,2. Robbery,5,5,22000,22040
Andhra Pradesh,2006,Robbery - Property,2. Robbery,339,669,18259006,42224671
Arunachal Pradesh,2006,Robbery - Property,2. Robbery,37,74,1093299,2528410
Assam,2006,Robbery - Property,2. Robbery,110,544,4390325,11828104
Bihar,2006,Robbery - Property,2. Robbery,382,2169,14838928,50321173
Chandigarh,2006,Robbery - Property,2. Robbery,31,34,320550,526600
